UN Region,Sex,Age Group,Cause,Value,Low,High
Southern Asia,Both,80+,Chronic obstructive pulmonary disease,82702.34009,35801.07236,147831.6714
Southern Asia,Both,All,Chronic obstructive pulmonary disease,246353.841,106675.1865,440164.4352
Southern Asia,Both,0-4,Lower respiratory infections,42913.64854,31985.37128,55403.68965
Southern Asia,Both,5-9,Lower respiratory infections,2112.31788,1583.325,2725.8361
Southern Asia,Both,75-79,"Trachea, bronchus, lung cancers",2561.04139,1643.69276,3622.70573
Southern Asia,Female,65-69,Stroke,13751.02003,7471.07786,21059.93533
Southern Asia,Female,70-74,Stroke,14419.3716,7830.53955,22097.12093
Southern Asia,Female,75-79,Stroke,14790.52942,8029.85489,22649.70624
Southern Asia,Female,80+,Stroke,24760.78163,13369.39034,37656.3113
Southern Asia,Female,All,Stroke,98467.28691,53509.58323,150748.3972
Southern Asia,Both,80+,"Trachea, bronchus, lung cancers",2610.43304,1672.47924,3708.68904
Southern Asia,Both,All,"Trachea, bronchus, lung cancers",22797.8539,14708.16572,32218.50601
Southern Asia,Female,25-29,Ischaemic heart disease,1058.27024,739.92403,1334.42801
Southern Asia,Female,30-34,Ischaemic heart disease,1712.42516,1197.07645,2158.18002
Southern Asia,Female,35-39,Ischaemic heart disease,3083.67897,2156.36913,3888.87897
Southern Asia,Female,40-44,Ischaemic heart disease,5143.00241,3596.47462,6484.68816
Southern Asia,Female,45-49,Ischaemic heart disease,7487.86939,5235.60374,9439.14094
Southern Asia,Female,50-54,Ischaemic heart disease,13136.3027,9164.77672,16552.21511
Southern Asia,Female,55-59,Ischaemic heart disease,17722.34323,12367.83819,22332.93221
Southern Asia,Female,60-64,Ischaemic heart disease,22882.15958,15952.29894,28836.1464
Southern Asia,Female,65-69,Ischaemic heart disease,26987.1221,18800.58563,34006.84197
Southern Asia,Female,70-74,Ischaemic heart disease,28712.43611,20015.21508,36201.89554
Southern Asia,Female,75-79,Ischaemic heart disease,29921.52919,20856.257,37741.962
Southern Asia,Female,80+,Ischaemic heart disease,55689.25525,38726.54972,70236.77951
Southern Asia,Female,All,Ischaemic heart disease,213536.3943,148822.7805,269217.0371
Southern Asia,Female,25-29,Stroke,365.9103,198.21648,562.62567
Southern Asia,Female,30-34,Stroke,546.49958,296.46267,841.30297
Southern Asia,Female,35-39,Stroke,988.26175,536.6572,1510.46363
Southern Asia,Female,40-44,Stroke,1711.57908,928.68409,2617.53826
Southern Asia,Female,45-49,Stroke,2827.03566,1534.67494,4320.91124
Southern Asia,Female,50-54,Stroke,5525.71738,3005.47457,8462.56144
Southern Asia,Female,55-59,Stroke,7478.24643,4061.61297,11441.6197
Southern Asia,Female,60-64,Stroke,11302.33408,6137.13958,17298.01947
Southern Asia,Female,25-29,Chronic obstructive pulmonary disease,79.26877,34.35505,139.17036
Southern Asia,Female,60-64,Lower respiratory infections,4932.75119,3671.13357,6356.57469
Southern Asia,Female,65-69,Lower respiratory infections,7256.58648,5400.48141,9349.9026
Southern Asia,Female,70-74,Lower respiratory infections,8742.09874,6496.43297,11276.08339
Southern Asia,Female,75-79,Lower respiratory infections,8440.54278,6263.91213,10889.24335
Southern Asia,Female,80+,Lower respiratory infections,17907.38132,13303.96372,23109.93147
Southern Asia,Female,30-34,Chronic obstructive pulmonary disease,132.14904,57.29949,232.30378
Southern Asia,Female,35-39,Chronic obstructive pulmonary disease,248.87483,107.71329,441.88876
Southern Asia,Female,40-44,Chronic obstructive pulmonary disease,451.3057,195.2761,803.05637
Southern Asia,Female,45-49,Chronic obstructive pulmonary disease,965.25857,418.7407,1719.37412
Southern Asia,Female,50-54,Chronic obstructive pulmonary disease,2633.78758,1143.71753,4720.17793
Southern Asia,Female,55-59,Chronic obstructive pulmonary disease,4360.86075,1893.92593,7816.99893
Southern Asia,Female,60-64,Chronic obstructive pulmonary disease,8567.93134,3726.33298,15385.4378
Southern Asia,Female,65-69,Chronic obstructive pulmonary disease,12468.81811,5431.49889,22403.60128
Southern Asia,Female,70-74,Chronic obstructive pulmonary disease,16836.91743,7313.4934,30209.68688
Southern Asia,Female,75-79,Chronic obstructive pulmonary disease,17840.07997,7748.14882,31995.23329
Southern Asia,Female,80+,Chronic obstructive pulmonary disease,39803.3489,17298.18718,71517.39451
Southern Asia,Female,All,Chronic obstructive pulmonary disease,104388.601,45367.00147,187391.2134
Southern Asia,Female,0-4,Lower respiratory infections,19547.27887,14599.13618,25205.19704
Southern Asia,Female,5-9,Lower respiratory infections,1189.79474,887.71806,1534.06206
Southern Asia,Female,10-14,Lower respiratory infections,793.11605,591.65174,1022.41297
Southern Asia,Female,15-19,Lower respiratory infections,428.01122,318.14724,552.42732
Southern Asia,Female,20-24,Lower respiratory infections,438.86696,326.49264,566.57079
Southern Asia,Female,25-29,Lower respiratory infections,522.44039,388.76419,674.46489
Southern Asia,Female,30-34,Lower respiratory infections,476.65428,355.06633,615.331
Southern Asia,Female,35-39,Lower respiratory infections,790.61905,588.21019,1020.35279
Southern Asia,Female,40-44,Lower respiratory infections,889.95351,661.53913,1148.72873
Southern Asia,Female,45-49,Lower respiratory infections,1024.68567,760.8476,1322.29835
Southern Asia,Female,50-54,Lower respiratory infections,2086.92892,1550.59501,2691.67187
Southern Asia,Female,55-59,Lower respiratory infections,2755.66123,2047.58122,3555.47524
Southern Asia,Female,All,Lower respiratory infections,78223.37139,58226.27072,100947.7038
Southern Asia,Male,75-79,Ischaemic heart disease,35718.98184,24899.96181,45051.84175
Southern Asia,Male,80+,Ischaemic heart disease,62716.10465,43673.28244,79089.57267
Southern Asia,Male,All,Ischaemic heart disease,327743.7237,228478.1808,413141.1827
Southern Asia,Male,25-29,Stroke,487.44735,264.8264,746.54526
Southern Asia,Male,30-34,Stroke,877.50607,476.927,1343.72349
Southern Asia,Female,25-29,"Trachea, bronchus, lung cancers",33.8795,21.96325,47.95911
Southern Asia,Male,40-44,Stroke,2245.07336,1220.42116,3439.36793
Southern Asia,Male,45-49,Stroke,3651.02367,1985.62652,5593.38527
Southern Asia,Male,50-54,Stroke,6381.65046,3469.2775,9778.88368
Southern Asia,Male,55-59,Stroke,9953.70536,5406.72179,15257.61105
Southern Asia,Male,60-64,Stroke,13192.65669,7162.57069,20212.08857
Southern Asia,Male,65-69,Stroke,16028.27324,8692.99308,24567.33177
Southern Asia,Male,70-74,Stroke,14998.47564,8149.57486,22971.19708
Southern Asia,Male,75-79,Stroke,14271.05067,7744.299,21823.00096
Southern Asia,Male,80+,Stroke,21613.47929,11630.30834,32861.72015
Southern Asia,Male,All,Stroke,105248.5493,57101.88087,160976.2223
Southern Asia,Male,25-29,Chronic obstructive pulmonary disease,116.30717,50.56651,203.98902
Southern Asia,Male,30-34,Chronic obstructive pulmonary disease,201.66091,87.55742,356.40524
Southern Asia,Male,35-39,Chronic obstructive pulmonary disease,437.72228,189.90496,780.09401
Southern Asia,Male,40-44,Chronic obstructive pulmonary disease,832.0195,361.3054,1481.31005
Southern Asia,Male,45-49,Chronic obstructive pulmonary disease,1887.34761,818.71457,3364.02899
Southern Asia,Male,50-54,Chronic obstructive pulmonary disease,4295.36166,1863.99147,7662.54754
Southern Asia,Male,55-59,Chronic obstructive pulmonary disease,8320.86881,3609.07033,14874.65328
Southern Asia,Male,60-64,Chronic obstructive pulmonary disease,14381.81012,6233.43359,25678.13285
Southern Asia,Male,65-69,Chronic obstructive pulmonary disease,20646.7269,8951.85584,36965.03703
Southern Asia,Male,70-74,Chronic obstructive pulmonary disease,23500.63292,10188.73978,41807.55957
Southern Asia,Male,75-79,Chronic obstructive pulmonary disease,24445.79095,10597.30039,43433.77752
Southern Asia,Male,80+,Chronic obstructive pulmonary disease,42898.99119,18595.16694,76308.50641
Southern Asia,Male,All,Chronic obstructive pulmonary disease,141965.24,61536.95553,252853.532
Southern Asia,Male,0-4,Lower respiratory infections,23366.36967,17386.2351,30194.07747
Southern Asia,Male,5-9,Lower respiratory infections,922.52315,686.54373,1192.24829
Southern Asia,Male,10-14,Lower respiratory infections,712.30699,529.61886,918.47175
Southern Asia,Male,15-19,Lower respiratory infections,445.89806,334.04974,575.91471
Southern Asia,Male,20-24,Lower respiratory infections,471.06419,352.72522,607.47376
Southern Asia,Male,25-29,Lower respiratory infections,570.1836,426.55259,735.79424
Southern Asia,Female,30-34,"Trachea, bronchus, lung cancers",71.41372,46.1046,100.91052
Southern Asia,Female,35-39,"Trachea, bronchus, lung cancers",130.82653,84.52712,184.88908
Southern Asia,Female,40-44,"Trachea, bronchus, lung cancers",245.03177,158.60089,345.69562
Southern Asia,Female,45-49,"Trachea, bronchus, lung cancers",366.20082,237.06622,516.77399
Southern Asia,Female,50-54,"Trachea, bronchus, lung cancers",632.50217,408.83059,892.16197
Southern Asia,Female,55-59,"Trachea, bronchus, lung cancers",731.32445,472.62462,1031.54459
Southern Asia,Female,60-64,"Trachea, bronchus, lung cancers",889.97675,573.6178,1256.76325
Southern Asia,Female,65-69,"Trachea, bronchus, lung cancers",901.77535,579.57603,1274.9094
Southern Asia,Female,70-74,"Trachea, bronchus, lung cancers",892.27567,572.66737,1261.3245
Southern Asia,Female,75-79,"Trachea, bronchus, lung cancers",731.41845,468.30781,1034.31406
Southern Asia,Female,80+,"Trachea, bronchus, lung cancers",885.26471,566.49645,1254.31629
Southern Asia,Female,All,"Trachea, bronchus, lung cancers",6511.88988,4188.64347,9201.91058
Southern Asia,Male,25-29,Ischaemic heart disease,2148.18824,1500.13141,2705.49622
Southern Asia,Male,30-34,Ischaemic heart disease,4477.3835,3129.92005,5644.47788
Southern Asia,Male,35-39,Ischaemic heart disease,7801.83495,5447.23682,9828.21718
Southern Asia,Male,40-44,Ischaemic heart disease,11367.19692,7946.72065,14326.24029
Southern Asia,Male,45-49,Ischaemic heart disease,18463.00364,12887.44837,23264.81772
Southern Asia,Male,50-54,Ischaemic heart disease,26446.00479,18457.58623,33329.4943
Southern Asia,Male,55-59,Ischaemic heart disease,37283.53258,25984.78036,46979.94582
Southern Asia,Male,60-64,Ischaemic heart disease,40536.5479,28249.19171,51088.22413
Southern Asia,Male,65-69,Ischaemic heart disease,42315.76565,29466.14137,53330.38701
Southern Asia,Male,70-74,Ischaemic heart disease,38469.17907,26825.65704,48508.43824
Southern Asia,Male,35-39,Stroke,1548.20746,841.9587,2371.02999
Southern Asia,Male,All,"Trachea, bronchus, lung cancers",16285.96402,10522.51211,22979.08935
Sub-Saharan Africa,Both,25-29,Ischaemic heart disease,329.66656,205.631,427.68228
Sub-Saharan Africa,Both,30-34,Ischaemic heart disease,739.12939,465.86546,957.56178
Sub-Saharan Africa,Both,35-39,Ischaemic heart disease,1278.0359,804.691,1654.01263
Sub-Saharan Africa,Both,40-44,Ischaemic heart disease,2060.9789,1297.38631,2665.76422
Southern Asia,Male,30-34,Lower respiratory infections,657.1466,490.59281,848.64611
Southern Asia,Male,35-39,Lower respiratory infections,911.58894,679.71346,1176.02965
Southern Asia,Male,40-44,Lower respiratory infections,1030.72291,768.72146,1330.29339
Southern Asia,Male,45-49,Lower respiratory infections,1469.28591,1094.42975,1896.484
Southern Asia,Male,50-54,Lower respiratory infections,2104.56635,1567.31643,2716.18652
Southern Asia,Male,55-59,Lower respiratory infections,3316.62107,2466.6172,4278.76121
Southern Asia,Male,60-64,Lower respiratory infections,5239.95245,3896.47477,6760.48567
Sub-Saharan Africa,Both,80+,Ischaemic heart disease,16151.40608,10222.3976,20968.38535
Sub-Saharan Africa,Both,All,Ischaemic heart disease,86172.71176,55095.26866,111591.02
Sub-Saharan Africa,Both,25-29,Stroke,389.59712,203.55169,583.57119
Sub-Saharan Africa,Both,30-34,Stroke,592.24642,306.40755,890.52978
Sub-Saharan Africa,Both,35-39,Stroke,912.40855,473.68482,1373.04323
Sub-Saharan Africa,Both,40-44,Stroke,1675.9371,869.87971,2521.21871
Sub-Saharan Africa,Both,45-49,Stroke,2414.06896,1257.42394,3633.23355
Sub-Saharan Africa,Both,50-54,Stroke,3931.15697,2046.136,5931.90098
Sub-Saharan Africa,Both,55-59,Stroke,5121.7987,2675.80893,7723.32514
Sub-Saharan Africa,Both,60-64,Stroke,7219.87612,3768.59366,10906.47216
Sub-Saharan Africa,Both,65-69,Stroke,8497.66158,4447.4522,12829.93753
Sub-Saharan Africa,Both,70-74,Stroke,9514.59945,4988.62181,14351.49656
Sub-Saharan Africa,Both,75-79,Stroke,9006.10716,4717.04796,13596.13356
Sub-Saharan Africa,Both,80+,Stroke,10483.02039,5463.91501,15859.53077
Sub-Saharan Africa,Both,All,Stroke,59758.47852,31124.5524,90142.81975
Sub-Saharan Africa,Both,25-29,Chronic obstructive pulmonary disease,81.63786,30.35002,154.48588
Sub-Saharan Africa,Both,30-34,Chronic obstructive pulmonary disease,123.48815,45.46587,231.68124
Sub-Saharan Africa,Both,35-39,Chronic obstructive pulmonary disease,144.86977,52.03694,280.7329
Sub-Saharan Africa,Both,40-44,Chronic obstructive pulmonary disease,230.51956,83.35867,446.6522
Sub-Saharan Africa,Both,45-49,Chronic obstructive pulmonary disease,411.82072,150.78124,794.48321
Sub-Saharan Africa,Both,50-54,Chronic obstructive pulmonary disease,784.80249,293.70037,1501.52889
Sub-Saharan Africa,Both,55-59,Chronic obstructive pulmonary disease,1207.51712,440.60522,2333.80394
Sub-Saharan Africa,Both,60-64,Chronic obstructive pulmonary disease,1914.79992,704.16974,3734.99055
Southern Asia,Male,65-69,Lower respiratory infections,6880.89308,5111.57699,8871.11819
Southern Asia,Male,70-74,Lower respiratory infections,7850.30007,5839.83547,10128.51013
Southern Asia,Male,75-79,Lower respiratory infections,8543.58814,6360.64664,11025.23208
Southern Asia,Male,80+,Lower respiratory infections,17406.127,12933.2253,22480.05699
Southern Asia,Male,All,Lower respiratory infections,81899.13818,61129.67907,105669.8111
Southern Asia,Male,25-29,"Trachea, bronchus, lung cancers",55.36973,35.68451,78.13784
Southern Asia,Male,30-34,"Trachea, bronchus, lung cancers",103.99585,67.23045,146.76928
Southern Asia,Male,35-39,"Trachea, bronchus, lung cancers",188.4028,121.62996,265.05268
Southern Asia,Male,40-44,"Trachea, bronchus, lung cancers",368.60078,240.4746,521.03099
Southern Asia,Male,45-49,"Trachea, bronchus, lung cancers",830.53372,539.66596,1173.95853
Southern Asia,Male,50-54,"Trachea, bronchus, lung cancers",1393.51965,904.42307,1969.7097
Southern Asia,Male,55-59,"Trachea, bronchus, lung cancers",2150.48433,1395.40892,3038.56113
Southern Asia,Male,60-64,"Trachea, bronchus, lung cancers",2558.61252,1655.42504,3612.57724
Southern Asia,Male,65-69,"Trachea, bronchus, lung cancers",2720.29351,1756.60971,3836.38226
Southern Asia,Male,70-74,"Trachea, bronchus, lung cancers",2361.35986,1521.67393,3333.17194
Southern Asia,Male,75-79,"Trachea, bronchus, lung cancers",1829.62294,1175.95379,2588.39166
Southern Asia,Male,80+,"Trachea, bronchus, lung cancers",1725.16834,1104.97876,2453.35186
Sub-Saharan Africa,Both,45-49,Ischaemic heart disease,3555.20084,2241.68063,4606.74962
Sub-Saharan Africa,Both,50-54,Ischaemic heart disease,5377.72026,3406.57131,6969.5599
Sub-Saharan Africa,Both,55-59,Ischaemic heart disease,7393.07188,4725.81236,9606.10348
Sub-Saharan Africa,Both,60-64,Ischaemic heart disease,9920.91714,6349.93324,12846.39834
Sub-Saharan Africa,Both,65-69,Ischaemic heart disease,12550.13428,8093.4934,16206.85218
Sub-Saharan Africa,Both,70-74,Ischaemic heart disease,14393.69191,9308.89605,18566.00605
Sub-Saharan Africa,Both,75-79,Ischaemic heart disease,12422.75862,8001.29186,16038.3317
Sub-Saharan Africa,Both,65-69,Lower respiratory infections,8140.24991,5098.67858,11428.10943
Sub-Saharan Africa,Both,35-39,"Trachea, bronchus, lung cancers",41.3571,23.27733,64.01218
Sub-Saharan Africa,Both,40-44,"Trachea, bronchus, lung cancers",92.86847,53.03219,142.76736
Sub-Saharan Africa,Both,45-49,"Trachea, bronchus, lung cancers",164.67009,94.8063,254.61695
Sub-Saharan Africa,Both,50-54,"Trachea, bronchus, lung cancers",226.11552,129.87448,351.06577
Sub-Saharan Africa,Both,55-59,"Trachea, bronchus, lung cancers",273.27555,155.24666,427.73112
Sub-Saharan Africa,Both,70-74,Lower respiratory infections,9674.97145,6109.16159,13546.11156
Sub-Saharan Africa,Both,75-79,Lower respiratory infections,9056.41529,5647.03278,12779.07209
Sub-Saharan Africa,Both,80+,Lower respiratory infections,12471.15785,7545.12036,17870.36687
Sub-Saharan Africa,Both,All,Lower respiratory infections,160925.8102,103036.8394,222453.8058
Sub-Saharan Africa,Both,25-29,"Trachea, bronchus, lung cancers",8.79866,4.84296,13.96259
Sub-Saharan Africa,Both,30-34,"Trachea, bronchus, lung cancers",18.87305,10.32591,29.46332
Sub-Saharan Africa,Both,65-69,Chronic obstructive pulmonary disease,2689.45647,1002.41681,5245.2332
Sub-Saharan Africa,Both,70-74,Chronic obstructive pulmonary disease,3355.89425,1255.82234,6553.46994
Sub-Saharan Africa,Both,75-79,Chronic obstructive pulmonary disease,2862.3656,1064.09457,5624.17595
Sub-Saharan Africa,Both,80+,Chronic obstructive pulmonary disease,3363.07181,1211.49741,6610.4078
Sub-Saharan Africa,Both,All,Chronic obstructive pulmonary disease,17170.24372,6340.80896,33463.19227
Sub-Saharan Africa,Both,0-4,Lower respiratory infections,82615.24907,53998.8469,111498.2853
Sub-Saharan Africa,Both,5-9,Lower respiratory infections,5856.83619,3763.15061,8025.47655
Sub-Saharan Africa,Female,55-59,Ischaemic heart disease,2731.41739,1756.22062,3536.74887
Sub-Saharan Africa,Female,60-64,Ischaemic heart disease,4091.78397,2639.23137,5285.53379
Sub-Saharan Africa,Female,65-69,Ischaemic heart disease,5773.7441,3741.39538,7441.47618
Sub-Saharan Africa,Female,70-74,Ischaemic heart disease,7304.90905,4734.76669,9414.84479
Sub-Saharan Africa,Female,75-79,Ischaemic heart disease,6984.46992,4495.00808,9022.7539
Sub-Saharan Africa,Female,80+,Ischaemic heart disease,9752.07328,6150.59054,12694.48384
Sub-Saharan Africa,Female,All,Ischaemic heart disease,41128.85908,26363.25901,53217.22635
Sub-Saharan Africa,Female,25-29,Stroke,143.26559,74.50019,215.97007
Sub-Saharan Africa,Female,30-34,Stroke,264.30009,137.01381,397.69381
Sub-Saharan Africa,Female,35-39,Stroke,427.848,221.87,643.88021
Sub-Saharan Africa,Female,40-44,Stroke,696.57771,362.26039,1047.45477
Sub-Saharan Africa,Female,45-49,Stroke,1058.45957,550.56755,1589.21719
Sub-Saharan Africa,Female,50-54,Stroke,1813.44202,945.79019,2726.57858
Sub-Saharan Africa,Female,55-59,Stroke,2385.2013,1247.15731,3588.54103
Sub-Saharan Africa,Female,60-64,Stroke,3192.67324,1679.35182,4803.91844
Sub-Saharan Africa,Female,65-69,Stroke,4119.79496,2172.8468,6192.93212
Sub-Saharan Africa,Female,70-74,Stroke,5143.65549,2694.59618,7768.03988
Sub-Saharan Africa,Both,10-14,Lower respiratory infections,2933.7856,1825.86413,4074.35265
Sub-Saharan Africa,Both,15-19,Lower respiratory infections,1097.42527,668.29382,1560.728
Sub-Saharan Africa,Both,20-24,Lower respiratory infections,1198.64101,738.08172,1698.85134
Sub-Saharan Africa,Both,25-29,Lower respiratory infections,1551.59614,934.41419,2204.78022
Sub-Saharan Africa,Both,30-34,Lower respiratory infections,1857.48012,1117.02811,2658.12743
Sub-Saharan Africa,Both,35-39,Lower respiratory infections,2196.80082,1322.42224,3150.22713
Sub-Saharan Africa,Both,40-44,Lower respiratory infections,2551.01248,1534.70067,3639.76371
Sub-Saharan Africa,Both,45-49,Lower respiratory infections,3193.43213,1951.76394,4540.39353
Sub-Saharan Africa,Both,50-54,Lower respiratory infections,4172.86528,2566.19728,5919.94299
Sub-Saharan Africa,Both,55-59,Lower respiratory infections,5409.8207,3340.71372,7656.80302
Sub-Saharan Africa,Both,60-64,Lower respiratory infections,6948.07093,4310.06066,9824.52301
Sub-Saharan Africa,Both,60-64,"Trachea, bronchus, lung cancers",305.18188,172.39348,477.27845
Sub-Saharan Africa,Both,65-69,"Trachea, bronchus, lung cancers",283.82154,157.46058,447.39335
Sub-Saharan Africa,Both,70-74,"Trachea, bronchus, lung cancers",243.48651,133.37537,386.24415
Sub-Saharan Africa,Both,75-79,"Trachea, bronchus, lung cancers",185.52953,101.12953,295.2496
Sub-Saharan Africa,Both,80+,"Trachea, bronchus, lung cancers",169.1548,90.83305,270.56449
Sub-Saharan Africa,Both,All,"Trachea, bronchus, lung cancers",2013.1327,1127.14576,3162.10633
Sub-Saharan Africa,Female,25-29,Ischaemic heart disease,97.33853,60.17786,126.79623
Sub-Saharan Africa,Female,30-34,Ischaemic heart disease,243.56263,153.229,315.14119
Sub-Saharan Africa,Female,35-39,Ischaemic heart disease,378.34902,236.96684,489.11037
Sub-Saharan Africa,Female,40-44,Ischaemic heart disease,641.06896,402.28927,828.80262
Sub-Saharan Africa,Female,45-49,Ischaemic heart disease,1171.79926,750.78557,1513.44015
Sub-Saharan Africa,Female,50-54,Ischaemic heart disease,1958.34299,1252.54701,2529.45986
Sub-Saharan Africa,Female,70-74,Chronic obstructive pulmonary disease,1271.4537,473.16884,2460.44688
Sub-Saharan Africa,Female,45-49,Lower respiratory infections,1051.58918,652.61668,1487.77453
Sub-Saharan Africa,Female,50-54,Lower respiratory infections,1657.70163,1027.31048,2334.72614
Sub-Saharan Africa,Female,55-59,Lower respiratory infections,2072.93779,1286.34165,2918.61704
Sub-Saharan Africa,Female,60-64,Lower respiratory infections,2766.86149,1706.65913,3906.77137
Sub-Saharan Africa,Female,65-69,Lower respiratory infections,3463.90446,2162.88071,4865.7194
Sub-Saharan Africa,Female,75-79,Chronic obstructive pulmonary disease,1219.11134,449.92344,2359.36838
Sub-Saharan Africa,Female,80+,Chronic obstructive pulmonary disease,1471.77106,517.78942,2934.53076
Sub-Saharan Africa,Female,All,Chronic obstructive pulmonary disease,6845.05458,2513.97158,13304.63214
Sub-Saharan Africa,Female,0-4,Lower respiratory infections,35561.59559,23306.4141,47930.90113
Sub-Saharan Africa,Female,5-9,Lower respiratory infections,3069.68233,1965.0632,4212.40896
Sub-Saharan Africa,Female,10-14,Lower respiratory infections,1377.79693,858.9252,1913.41834
Sub-Saharan Africa,Female,15-19,Lower respiratory infections,502.57872,306.01397,716.12875
Sub-Saharan Africa,Female,20-24,Lower respiratory infections,522.999,323.61998,737.72341
Sub-Saharan Africa,Female,25-29,Lower respiratory infections,700.0152,421.68527,999.70258
Sub-Saharan Africa,Female,30-34,Lower respiratory infections,828.10872,496.11222,1189.80467
Sub-Saharan Africa,Female,35-39,Lower respiratory infections,912.67418,541.27067,1317.09074
Sub-Saharan Africa,Female,40-44,Lower respiratory infections,994.7017,599.85858,1423.78412
Sub-Saharan Africa,Female,75-79,Stroke,5305.54611,2780.86005,8006.83694
Sub-Saharan Africa,Female,80+,Stroke,6484.29932,3374.56455,9803.41612
Sub-Saharan Africa,Female,All,Stroke,31035.06339,16229.44705,46822.67417
Sub-Saharan Africa,Female,25-29,Chronic obstructive pulmonary disease,31.57976,11.53292,59.21953
Sub-Saharan Africa,Female,30-34,Chronic obstructive pulmonary disease,47.40849,17.36784,89.07787
Sub-Saharan Africa,Female,35-39,Chronic obstructive pulmonary disease,60.57216,21.57403,118.32139
Sub-Saharan Africa,Female,40-44,Chronic obstructive pulmonary disease,60.45943,20.89021,122.13488
Sub-Saharan Africa,Male,30-34,Ischaemic heart disease,495.56676,312.72437,641.98461
Sub-Saharan Africa,Male,35-39,Ischaemic heart disease,899.68688,567.7931,1164.18045
Sub-Saharan Africa,Male,40-44,Ischaemic heart disease,1419.90994,895.13345,1834.64635
Sub-Saharan Africa,Male,45-49,Ischaemic heart disease,2383.40158,1494.42385,3102.42221
Sub-Saharan Africa,Male,50-54,Ischaemic heart disease,3419.37727,2155.83303,4449.98657
Sub-Saharan Africa,Male,55-59,Ischaemic heart disease,4661.6545,2969.66228,6075.4907
Sub-Saharan Africa,Male,60-64,Ischaemic heart disease,5829.13317,3710.70187,7559.40178
Sub-Saharan Africa,Male,65-69,Ischaemic heart disease,6776.39019,4352.483,8776.81697
Sub-Saharan Africa,Male,70-74,Ischaemic heart disease,7088.78286,4567.48175,9164.70209
Sub-Saharan Africa,Male,75-79,Ischaemic heart disease,5438.2887,3494.41523,7021.13165
Sub-Saharan Africa,Male,80+,Ischaemic heart disease,6399.3328,4071.03395,8265.28708
Sub-Saharan Africa,Male,All,Ischaemic heart disease,45043.85268,28734.38299,58256.79147
Sub-Saharan Africa,Female,45-49,Chronic obstructive pulmonary disease,140.63642,51.03086,267.79332
Sub-Saharan Africa,Female,50-54,Chronic obstructive pulmonary disease,282.25811,105.87653,541.87639
Sub-Saharan Africa,Female,55-59,Chronic obstructive pulmonary disease,449.00652,164.67125,867.33573
Sub-Saharan Africa,Female,60-64,Chronic obstructive pulmonary disease,716.89727,264.09687,1385.6412
Sub-Saharan Africa,Female,65-69,Chronic obstructive pulmonary disease,1093.90033,410.66814,2097.36983
Sub-Saharan Africa,Female,70-74,Lower respiratory infections,4446.17454,2809.0567,6192.05706
Sub-Saharan Africa,Female,75-79,Lower respiratory infections,4390.33211,2716.11044,6173.41536
Sub-Saharan Africa,Female,80+,Lower respiratory infections,6637.58626,3982.71613,9516.73736
Sub-Saharan Africa,Female,All,Lower respiratory infections,70957.23983,45550.48188,98101.41689
Sub-Saharan Africa,Female,25-29,"Trachea, bronchus, lung cancers",3.78219,2.10758,5.93895
Sub-Saharan Africa,Female,30-34,"Trachea, bronchus, lung cancers",7.66162,4.24752,11.99272
Sub-Saharan Africa,Female,35-39,"Trachea, bronchus, lung cancers",19.96875,10.94284,31.07963
Sub-Saharan Africa,Female,40-44,"Trachea, bronchus, lung cancers",36.33989,20.13422,57.08261
Sub-Saharan Africa,Female,45-49,"Trachea, bronchus, lung cancers",61.20201,34.07717,94.98315
Sub-Saharan Africa,Female,50-54,"Trachea, bronchus, lung cancers",80.01156,45.05796,124.88179
Sub-Saharan Africa,Female,55-59,"Trachea, bronchus, lung cancers",95.68262,53.33377,150.04831
Sub-Saharan Africa,Female,60-64,"Trachea, bronchus, lung cancers",114.29997,63.6597,179.27387
Sub-Saharan Africa,Female,65-69,"Trachea, bronchus, lung cancers",100.94549,55.62684,160.87517
Sub-Saharan Africa,Female,70-74,"Trachea, bronchus, lung cancers",89.60852,49.19867,143.1568
Sub-Saharan Africa,Female,75-79,"Trachea, bronchus, lung cancers",70.58329,38.69774,112.32297
Sub-Saharan Africa,Female,80+,"Trachea, bronchus, lung cancers",72.94988,40.02685,115.8594
Sub-Saharan Africa,Female,All,"Trachea, bronchus, lung cancers",753.03578,417.61504,1183.98451
Sub-Saharan Africa,Male,25-29,Ischaemic heart disease,232.32803,145.98067,301.61442
Sub-Saharan Africa,Male,55-59,Stroke,2736.59741,1428.53263,4130.48851
Sub-Saharan Africa,Male,All,Chronic obstructive pulmonary disease,10325.18915,3825.24248,19883.2316
Sub-Saharan Africa,Male,0-4,Lower respiratory infections,47053.65348,30692.4328,63567.38419
Sub-Saharan Africa,Male,5-9,Lower respiratory infections,2787.15386,1802.10778,3812.92404
Sub-Saharan Africa,Male,10-14,Lower respiratory infections,1555.98867,967.12791,2160.94998
Sub-Saharan Africa,Male,15-19,Lower respiratory infections,594.84655,363.38156,847.0424
Sub-Saharan Africa,Male,20-24,Lower respiratory infections,675.64201,413.90849,962.8516
Sub-Saharan Africa,Male,60-64,Stroke,4027.20288,2102.45759,6076.73892
Sub-Saharan Africa,Male,65-69,Stroke,4377.86663,2280.76576,6619.4216
Sub-Saharan Africa,Male,70-74,Stroke,4370.94396,2294.02563,6582.53057
Sub-Saharan Africa,Male,75-79,Stroke,3700.56105,1936.18792,5582.03577
