Region,Sex,Age Group,Cause,Value,Low,High
GLOBAL,Both,35-39,"Trachea, bronchus, lung cancers",1380.7185,839.74463,2037.13036
GLOBAL,Both,40-44,"Trachea, bronchus, lung cancers",3037.01106,1842.01051,4496.58915
GLOBAL,Both,45-49,"Trachea, bronchus, lung cancers",6598.5586,3987.63297,9775.55828
GLOBAL,Both,50-54,"Trachea, bronchus, lung cancers",12538.20011,7558.36484,18617.94678
GLOBAL,Both,55-59,"Trachea, bronchus, lung cancers",18891.65287,11318.79289,28190.73816
GLOBAL,Both,60-64,"Trachea, bronchus, lung cancers",25939.99118,15479.16604,38781.64057
GLOBAL,Both,All,"Trachea, bronchus, lung cancers",192659.731,114579.7341,288729.7753
GLOBAL,Female,55-59,Lower respiratory infections,7003.83012,4797.33114,9507.97166
GLOBAL,Female,60-64,Lower respiratory infections,10931.04402,7565.01319,14716.19337
GLOBAL,Female,65-69,Lower respiratory infections,15562.21472,10789.67884,20843.66463
GLOBAL,Female,70-74,Lower respiratory infections,20074.02556,13809.3188,27026.28035
GLOBAL,Female,75-79,Lower respiratory infections,22643.73041,15175.35124,31073.81642
GLOBAL,Female,80+,Lower respiratory infections,84722.32168,50956.693,122239.4907
GLOBAL,Female,30-34,Chronic obstructive pulmonary disease,307.60723,124.1681,564.37922
GLOBAL,Female,35-39,Chronic obstructive pulmonary disease,505.51582,205.14674,926.52241
GLOBAL,Female,40-44,Chronic obstructive pulmonary disease,852.31529,347.58078,1558.87665
GLOBAL,Female,45-49,Chronic obstructive pulmonary disease,1808.44968,736.4021,3300.41362
GLOBAL,Female,50-54,Chronic obstructive pulmonary disease,4440.90281,1817.2096,8078.14916
GLOBAL,Female,55-59,Chronic obstructive pulmonary disease,7550.67651,3062.5864,13846.49036
GLOBAL,Female,55-59,"Trachea, bronchus, lung cancers",5211.81233,3097.42388,7826.1229
GLOBAL,Female,60-64,"Trachea, bronchus, lung cancers",7156.02355,4244.31362,10750.3065
GLOBAL,Female,65-69,"Trachea, bronchus, lung cancers",9344.87621,5541.56477,14019.05706
GLOBAL,Female,70-74,"Trachea, bronchus, lung cancers",8979.03346,5298.59368,13560.52027
GLOBAL,Female,75-79,"Trachea, bronchus, lung cancers",7814.24433,4605.6398,11817.96512
GLOBAL,Female,80+,"Trachea, bronchus, lung cancers",12881.82438,7524.43194,19655.66965
GLOBAL,Female,All,"Trachea, bronchus, lung cancers",59279.10167,35074.49134,89268.28858
GLOBAL,Male,25-29,Ischaemic heart disease,4473.9716,3032.53629,5640.08492
GLOBAL,Male,30-34,Ischaemic heart disease,9507.84659,6435.67952,11979.97887
GLOBAL,Male,35-39,Ischaemic heart disease,15937.41592,10750.7467,20052.78829
GLOBAL,Male,40-44,Ischaemic heart disease,25441.40791,17118.2243,32017.18161
GLOBAL,Male,45-49,Ischaemic heart disease,41767.85158,28032.92193,52671.55489
GLOBAL,Male,50-54,Ischaemic heart disease,63630.32158,42587.17987,80456.62126
GLOBAL,Male,55-59,Ischaemic heart disease,90385.62019,60251.75842,114333.3442
GLOBAL,Male,60-64,Ischaemic heart disease,111106.1063,73662.07637,141137.3208
GLOBAL,Male,65-69,Ischaemic heart disease,130675.8474,86541.66242,166026.6144
GLOBAL,Male,70-74,Ischaemic heart disease,127610.3493,84298.01489,162268.1904
GLOBAL,Male,75-79,Ischaemic heart disease,127083.4729,83858.04637,161620.5852
GLOBAL,Male,80+,Ischaemic heart disease,315043.0005,205614.7742,404327.0182
GLOBAL,Male,All,Ischaemic heart disease,1062663.212,701863.4336,1349965.804
GLOBAL,Male,25-29,Stroke,1720.50478,908.91388,2566.85655
GLOBAL,Female,60-64,Chronic obstructive pulmonary disease,14494.63887,5905.30255,26440.17829
GLOBAL,Female,65-69,Chronic obstructive pulmonary disease,23053.78811,9394.78317,42022.01982
GLOBAL,Female,70-74,Chronic obstructive pulmonary disease,32708.61305,13289.93826,59836.45076
GLOBAL,Female,75-79,Chronic obstructive pulmonary disease,38462.04882,15561.16426,70768.94416
GLOBAL,Female,80+,Chronic obstructive pulmonary disease,115882.1643,45960.52461,217215.7283
GLOBAL,Female,All,Chronic obstructive pulmonary disease,240253.2059,96480.91394,445844.7108
GLOBAL,Female,0-4,Lower respiratory infections,63949.21893,45169.39331,84009.79141
GLOBAL,Female,5-9,Lower respiratory infections,4894.22668,3341.2241,6520.9156
GLOBAL,Female,10-14,Lower respiratory infections,2567.19409,1744.60056,3435.30808
GLOBAL,Female,15-19,Lower respiratory infections,1273.853,864.3218,1726.12897
GLOBAL,Female,20-24,Lower respiratory infections,1337.55651,909.10747,1814.73485
GLOBAL,Female,25-29,Lower respiratory infections,1668.31313,1121.64744,2284.73798
GLOBAL,Female,30-34,Lower respiratory infections,1863.85779,1236.31929,2592.53762
GLOBAL,Female,35-39,Lower respiratory infections,2385.3799,1584.48657,3295.17119
GLOBAL,Female,40-44,Lower respiratory infections,2705.63522,1814.51407,3726.11748
GLOBAL,Female,45-49,Lower respiratory infections,3170.07436,2128.98282,4362.0276
GLOBAL,Female,50-54,Lower respiratory infections,5284.36035,3613.78059,7159.15225
GLOBAL,Female,All,Lower respiratory infections,252036.8365,168815.5611,346977.1053
GLOBAL,Female,25-29,"Trachea, bronchus, lung cancers",125.41059,76.72922,183.53303
GLOBAL,Female,30-34,"Trachea, bronchus, lung cancers",293.61475,179.19762,430.74884
GLOBAL,Female,35-39,"Trachea, bronchus, lung cancers",522.69089,317.51269,770.04988
GLOBAL,Female,40-44,"Trachea, bronchus, lung cancers",1109.0672,672.44871,1640.03815
GLOBAL,Female,45-49,"Trachea, bronchus, lung cancers",2075.95142,1251.79441,3080.04378
GLOBAL,Female,50-54,"Trachea, bronchus, lung cancers",3764.55256,2261.95171,5597.8335
GLOBAL,Male,55-59,Chronic obstructive pulmonary disease,14648.48382,5963.51969,26661.23335
GLOBAL,Male,0-4,Lower respiratory infections,82184.9389,57662.75896,108076.9127
GLOBAL,Male,5-9,Lower respiratory infections,4317.12112,2952.14935,5756.01936
GLOBAL,Male,10-14,Lower respiratory infections,2761.27252,1863.27033,3702.63296
GLOBAL,Male,15-19,Lower respiratory infections,1559.66037,1053.16008,2121.61714
GLOBAL,Male,60-64,Chronic obstructive pulmonary disease,26131.85572,10593.15562,47761.07069
GLOBAL,Male,65-69,Chronic obstructive pulmonary disease,40371.88064,16364.23612,73835.47601
GLOBAL,Male,70-74,Chronic obstructive pulmonary disease,50761.17116,20454.13652,93320.30149
GLOBAL,Male,75-79,Chronic obstructive pulmonary disease,56142.86511,22607.02937,103494.5261
GLOBAL,Male,80+,Chronic obstructive pulmonary disease,128962.9251,51096.77929,241261.8696
GLOBAL,Male,All,Chronic obstructive pulmonary disease,331852.2118,133114.4883,614417.6851
GLOBAL,Male,30-34,Stroke,3096.13079,1643.86818,4642.35601
GLOBAL,Male,35-39,Stroke,4951.56115,2640.01467,7416.73662
GLOBAL,Male,40-44,Stroke,8484.17197,4514.50738,12657.90099
GLOBAL,Male,45-49,Stroke,14081.67971,7517.81624,21034.38315
GLOBAL,Male,50-54,Stroke,23919.03598,12782.81465,35846.81179
GLOBAL,Male,55-59,Stroke,34390.87047,18363.79178,51418.87666
GLOBAL,Male,80+,Lower respiratory infections,73282.42142,45467.18383,104648.7238
GLOBAL,Male,All,Lower respiratory infections,287919.89,193832.7294,394215.0256
GLOBAL,Male,25-29,"Trachea, bronchus, lung cancers",207.55374,127.52372,303.72041
GLOBAL,Male,30-34,"Trachea, bronchus, lung cancers",486.34399,297.8574,711.03749
GLOBAL,Male,35-39,"Trachea, bronchus, lung cancers",858.02761,521.63969,1266.22961
GLOBAL,Male,40-44,"Trachea, bronchus, lung cancers",1927.94386,1167.85469,2856.53289
GLOBAL,Male,45-49,"Trachea, bronchus, lung cancers",4522.60718,2733.17599,6693.60618
GLOBAL,Male,50-54,"Trachea, bronchus, lung cancers",8773.64755,5296.41313,13019.30581
GLOBAL,Male,55-59,"Trachea, bronchus, lung cancers",13679.84054,8221.36901,20364.61525
GLOBAL,Male,60-64,"Trachea, bronchus, lung cancers",18783.96762,11234.85242,28047.12244
GLOBAL,Male,65-69,"Trachea, bronchus, lung cancers",23969.88343,14323.10563,35763.38242
GLOBAL,Male,70-74,"Trachea, bronchus, lung cancers",21400.24757,12719.9458,32097.59235
GLOBAL,Male,75-79,"Trachea, bronchus, lung cancers",16975.48172,10065.64378,25506.86059
GLOBAL,Male,80+,"Trachea, bronchus, lung cancers",21795.08456,12787.84857,33095.43923
GLOBAL,Male,All,"Trachea, bronchus, lung cancers",133380.6294,79505.24272,199541.7393
GLOBAL,Male,60-64,Stroke,48407.26834,25783.88638,72158.71558
GLOBAL,Male,65-69,Stroke,65133.34786,34693.59538,97101.16437
GLOBAL,Male,70-74,Stroke,67805.42989,35861.01215,101150.4652
GLOBAL,Male,75-79,Stroke,69399.63835,36293.99801,103645.4565
GLOBAL,Male,80+,Stroke,142473.0011,74575.93736,211597.6882
GLOBAL,Male,All,Stroke,483862.6404,253136.379,722077.9351
GLOBAL,Male,25-29,Chronic obstructive pulmonary disease,302.53854,121.03339,555.88281
GLOBAL,Male,30-34,Chronic obstructive pulmonary disease,523.87542,210.32388,960.58391
GLOBAL,Male,35-39,Chronic obstructive pulmonary disease,870.30361,352.07717,1592.26467
GLOBAL,Male,40-44,Chronic obstructive pulmonary disease,1684.85715,685.34533,3070.33101
GLOBAL,Male,45-49,Chronic obstructive pulmonary disease,3569.56453,1456.32394,6479.68931
GLOBAL,Male,50-54,Chronic obstructive pulmonary disease,7881.89101,3213.1389,14296.02404
GLOBAL,Male,20-24,Lower respiratory infections,1781.32516,1193.95858,2446.16511
GLOBAL,Male,25-29,Lower respiratory infections,2209.84337,1471.96798,3048.68032
GLOBAL,Male,30-34,Lower respiratory infections,2738.88531,1803.13804,3808.31388
GLOBAL,Male,35-39,Lower respiratory infections,3528.10375,2298.6896,4948.1863
GLOBAL,Male,40-44,Lower respiratory infections,4289.3495,2795.50026,6041.4585
GLOBAL,Male,45-49,Lower respiratory infections,5828.47133,3813.69387,8155.27564
GLOBAL,Male,50-54,Lower respiratory infections,7725.28585,5098.24901,10729.64224
GLOBAL,Male,55-59,Lower respiratory infections,10989.20823,7314.04241,15195.80897
GLOBAL,Male,60-64,Lower respiratory infections,15717.79813,10573.63863,21636.11846
GLOBAL,Male,65-69,Lower respiratory infections,19977.87011,13426.27423,27419.90479
GLOBAL,Male,70-74,Lower respiratory infections,23335.1471,15580.98851,32066.9427
GLOBAL,Male,75-79,Lower respiratory infections,25693.18777,17020.58234,35564.17568
Eastern Mediterranean,Female,50-54,Chronic obstructive pulmonary disease,327.61554,139.18881,585.91458
Eastern Mediterranean,Female,55-59,Chronic obstructive pulmonary disease,562.67161,240.72586,1007.58841
Eastern Mediterranean,Female,60-64,Chronic obstructive pulmonary disease,911.79665,389.59269,1635.39646
Eastern Mediterranean,Female,65-69,Chronic obstructive pulmonary disease,1186.06888,506.35281,2128.13176
Eastern Mediterranean,Female,70-74,Chronic obstructive pulmonary disease,1645.83574,698.84347,2947.58665
Eastern Mediterranean,Female,75-79,Chronic obstructive pulmonary disease,1696.80687,714.12962,3021.70409
Eastern Mediterranean,Female,80+,Chronic obstructive pulmonary disease,3199.87633,1337.48894,5678.5223
Eastern Mediterranean,Female,All,Chronic obstructive pulmonary disease,9995.3099,4232.08499,17779.58917
Eastern Mediterranean,Female,0-4,Lower respiratory infections,10351.81971,7399.23696,13567.94919
Eastern Mediterranean,Female,5-9,Lower respiratory infections,643.02557,450.57526,849.32348
Eastern Mediterranean,Female,10-14,Lower respiratory infections,316.65385,219.95275,417.7704
Eastern Mediterranean,Female,25-29,"Trachea, bronchus, lung cancers",13.86171,8.77944,20.02988
Eastern Mediterranean,Female,75-79,"Trachea, bronchus, lung cancers",138.38241,87.13218,200.8772
Eastern Mediterranean,Female,80+,"Trachea, bronchus, lung cancers",171.59151,106.80844,250.94924
Eastern Mediterranean,Female,All,"Trachea, bronchus, lung cancers",1463.47099,920.82645,2118.68827
Eastern Mediterranean,Male,25-29,Ischaemic heart disease,1053.86553,732.10531,1320.93671
Eastern Mediterranean,Male,30-34,Ischaemic heart disease,1928.79188,1339.80922,2417.68695
Eastern Mediterranean,Female,30-34,"Trachea, bronchus, lung cancers",21.66318,13.68613,31.15936
Eastern Mediterranean,Female,35-39,"Trachea, bronchus, lung cancers",32.22376,20.37294,46.71766
Eastern Mediterranean,Female,40-44,"Trachea, bronchus, lung cancers",57.38155,36.19161,83.00947
Eastern Mediterranean,Female,45-49,"Trachea, bronchus, lung cancers",96.78921,61.2296,140.64327
Eastern Mediterranean,Female,50-54,"Trachea, bronchus, lung cancers",145.46461,91.60182,211.58408
Eastern Mediterranean,Female,55-59,"Trachea, bronchus, lung cancers",181.31124,114.09953,263.10837
Eastern Mediterranean,Female,60-64,"Trachea, bronchus, lung cancers",208.38678,131.29378,301.81131
Eastern Mediterranean,Female,65-69,"Trachea, bronchus, lung cancers",211.60883,133.42294,306.31756
Eastern Mediterranean,Female,70-74,"Trachea, bronchus, lung cancers",184.8062,117.39915,266.98868
Eastern Mediterranean,Female,15-19,Lower respiratory infections,164.34301,117.76719,213.79698
Eastern Mediterranean,Female,20-24,Lower respiratory infections,169.71926,121.83238,221.35855
Eastern Mediterranean,Female,25-29,Lower respiratory infections,194.39537,140.73484,254.22196
Eastern Mediterranean,Female,30-34,Lower respiratory infections,231.71078,168.34455,301.58234
Eastern Mediterranean,Male,35-39,Stroke,630.29439,347.46472,953.9357
Eastern Mediterranean,Male,40-44,Stroke,894.66416,492.16919,1352.4952
Eastern Mediterranean,Male,45-49,Stroke,1262.13532,694.33263,1908.73337
Eastern Mediterranean,Male,50-54,Stroke,1975.52005,1083.95394,2987.84064
Eastern Mediterranean,Male,55-59,Stroke,2650.24763,1451.15047,4011.11064
Eastern Mediterranean,Male,60-64,Stroke,3631.05244,1981.43812,5490.99791
Eastern Mediterranean,Male,65-69,Stroke,4296.03078,2344.01952,6498.43486
Eastern Mediterranean,Male,70-74,Stroke,4552.52846,2481.67768,6885.57264
Eastern Mediterranean,Male,75-79,Stroke,4704.51913,2552.7645,7106.47928
Eastern Mediterranean,Male,80+,Stroke,6762.03778,3669.2914,10153.2651
Eastern Mediterranean,Male,All,Stroke,32208.63522,17600.34113,48782.52493
Eastern Mediterranean,Male,25-29,Chronic obstructive pulmonary disease,72.14518,30.83187,128.09663
Eastern Mediterranean,Male,30-34,Chronic obstructive pulmonary disease,104.15309,44.25895,183.95299
Eastern Mediterranean,Male,35-39,Chronic obstructive pulmonary disease,138.85713,59.29694,247.33542
Eastern Mediterranean,Male,40-44,Chronic obstructive pulmonary disease,244.88915,104.03523,436.83603
Eastern Mediterranean,Male,45-49,Chronic obstructive pulmonary disease,407.62433,173.37079,730.45563
Eastern Mediterranean,Male,50-54,Chronic obstructive pulmonary disease,808.6322,343.49192,1448.40067
Eastern Mediterranean,Male,55-59,Chronic obstructive pulmonary disease,1317.62951,560.13565,2364.06072
Eastern Mediterranean,Female,35-39,Lower respiratory infections,262.82571,192.69321,342.02558
Eastern Mediterranean,Female,40-44,Lower respiratory infections,267.38619,194.83242,349.91443
Eastern Mediterranean,Female,45-49,Lower respiratory infections,300.21625,220.46677,391.6531
Eastern Mediterranean,Female,50-54,Lower respiratory infections,392.93592,282.35225,512.51305
Eastern Mediterranean,Female,55-59,Lower respiratory infections,511.84857,368.26881,668.07254
Eastern Mediterranean,Female,60-64,Lower respiratory infections,763.64806,548.45025,995.42472
Eastern Mediterranean,Female,65-69,Lower respiratory infections,930.2642,670.43251,1210.32447
Eastern Mediterranean,Female,70-74,Lower respiratory infections,1175.04002,849.81203,1530.47733
Eastern Mediterranean,Female,75-79,Lower respiratory infections,1206.45936,863.07216,1583.51341
Eastern Mediterranean,Female,80+,Lower respiratory infections,2622.73345,1846.70498,3446.27028
Eastern Mediterranean,Female,All,Lower respiratory infections,20505.02528,14781.8974,26919.73802
Eastern Mediterranean,Male,35-39,Ischaemic heart disease,2810.38156,1947.65575,3526.30529
Eastern Mediterranean,Male,40-44,Ischaemic heart disease,4556.76993,3159.64692,5723.34854
Eastern Mediterranean,Male,45-49,Ischaemic heart disease,6736.61778,4651.30673,8461.06696
Eastern Mediterranean,Male,50-54,Ischaemic heart disease,10017.22934,6889.90575,12582.73294
Eastern Mediterranean,Male,55-59,Ischaemic heart disease,13333.06804,9144.90607,16744.25848
Eastern Mediterranean,Male,60-64,Ischaemic heart disease,15860.3313,10856.8782,19922.10852
Eastern Mediterranean,Male,65-69,Ischaemic heart disease,16618.70899,11354.19826,20892.65146
Eastern Mediterranean,Male,70-74,Ischaemic heart disease,15716.29782,10741.3193,19752.73647
Eastern Mediterranean,Male,75-79,Ischaemic heart disease,14626.40329,9949.196,18426.58916
Eastern Mediterranean,Male,80+,Ischaemic heart disease,23635.0998,16035.64846,29779.7991
Eastern Mediterranean,Male,All,Ischaemic heart disease,126893.5653,86766.83127,159620.6646
Eastern Mediterranean,Male,25-29,Stroke,376.7707,207.92811,570.11025
Eastern Mediterranean,Male,30-34,Stroke,472.83439,260.45996,716.89203
Eastern Mediterranean,Male,30-34,Lower respiratory infections,357.22013,264.0676,462.5142
Eastern Mediterranean,Male,30-34,"Trachea, bronchus, lung cancers",33.86763,21.3404,49.03175
Eastern Mediterranean,Male,35-39,"Trachea, bronchus, lung cancers",37.25047,23.72561,53.37594
Eastern Mediterranean,Male,40-44,"Trachea, bronchus, lung cancers",134.55148,84.2573,195.97744
Eastern Mediterranean,Male,45-49,"Trachea, bronchus, lung cancers",293.80665,184.01144,429.33467
Eastern Mediterranean,Male,50-54,"Trachea, bronchus, lung cancers",497.71636,310.99876,728.14317
Eastern Mediterranean,Male,55-59,"Trachea, bronchus, lung cancers",717.4272,449.14362,1047.3692
Eastern Mediterranean,Male,35-39,Lower respiratory infections,420.63536,310.90981,544.78635
Eastern Mediterranean,Male,40-44,Lower respiratory infections,493.35307,365.31461,641.1189
Eastern Mediterranean,Male,45-49,Lower respiratory infections,567.20911,419.72427,736.87015
Eastern Mediterranean,Male,50-54,Lower respiratory infections,737.4297,543.19113,959.60842
Eastern Mediterranean,Male,55-59,Lower respiratory infections,1004.2661,730.20825,1309.85243
Eastern Mediterranean,Male,60-64,Lower respiratory infections,1455.89375,1057.72978,1895.39423
Eastern Mediterranean,Male,65-69,Lower respiratory infections,1562.59713,1133.34541,2043.43329
Eastern Mediterranean,Male,70-74,Lower respiratory infections,1831.13741,1323.93232,2401.64513
Eastern Mediterranean,Male,75-79,Lower respiratory infections,1930.84436,1402.32384,2537.71734
Eastern Mediterranean,Male,80+,Lower respiratory infections,3668.69552,2653.43518,4828.89098
Eastern Mediterranean,Male,All,Lower respiratory infections,29447.89372,21329.6642,38671.36263
Eastern Mediterranean,Male,25-29,"Trachea, bronchus, lung cancers",20.34046,12.9166,29.61635
Eastern Mediterranean,Male,60-64,Chronic obstructive pulmonary disease,2258.28536,958.32977,4055.9942
Eastern Mediterranean,Male,65-69,Chronic obstructive pulmonary disease,2804.06798,1187.7717,5041.94659
Eastern Mediterranean,Male,70-74,Chronic obstructive pulmonary disease,3536.71475,1488.28462,6311.72539
Eastern Mediterranean,Male,75-79,Chronic obstructive pulmonary disease,3689.51527,1542.4448,6583.58888
Eastern Mediterranean,Male,80+,Chronic obstructive pulmonary disease,6005.6398,2498.84961,10741.89387
Eastern Mediterranean,Male,All,Chronic obstructive pulmonary disease,21388.15374,8987.93558,38264.54117
Eastern Mediterranean,Male,0-4,Lower respiratory infections,13401.38217,9578.66931,17562.81198
Western Pacific,Both,All,Ischaemic heart disease,541775.2251,363704.9179,684733.1196
Western Pacific,Both,25-29,Stroke,656.31599,342.66272,988.65606
Western Pacific,Both,30-34,Stroke,1514.59818,799.48572,2286.26748
Western Pacific,Both,35-39,Stroke,2288.89199,1194.44568,3448.28448
Western Pacific,Both,40-44,Stroke,4533.21147,2365.30577,6837.21554
Western Pacific,Both,45-49,Stroke,8395.51557,4391.21489,12683.18432
Western Pacific,Both,50-54,Stroke,15209.4934,8009.31038,22961.51113
Western Pacific,Both,55-59,Stroke,20410.07048,10704.12597,30813.40062
Western Pacific,Both,60-64,Stroke,29740.03038,15665.70774,44883.81689
Western Pacific,Both,65-69,Stroke,48528.31037,25779.50624,73503.96424
Western Pacific,Both,70-74,Stroke,55788.29867,29631.25554,84438.79849
Eastern Mediterranean,Male,5-9,Lower respiratory infections,661.32723,474.6005,869.05837
Eastern Mediterranean,Male,10-14,Lower respiratory infections,418.20347,296.82227,547.01097
Eastern Mediterranean,Male,15-19,Lower respiratory infections,315.68249,230.97878,407.93861
Eastern Mediterranean,Male,20-24,Lower respiratory infections,297.07432,217.84094,384.46157
Eastern Mediterranean,Male,25-29,Lower respiratory infections,324.9424,238.47627,420.70553
Eastern Mediterranean,Male,60-64,"Trachea, bronchus, lung cancers",809.8991,505.80739,1183.27214
Eastern Mediterranean,Male,65-69,"Trachea, bronchus, lung cancers",759.26924,476.91839,1109.73543
Eastern Mediterranean,Male,70-74,"Trachea, bronchus, lung cancers",604.45922,381.80963,882.24179
Eastern Mediterranean,Male,75-79,"Trachea, bronchus, lung cancers",435.65504,272.53109,635.57478
Eastern Mediterranean,Male,80+,"Trachea, bronchus, lung cancers",443.09248,273.62844,649.61596
Eastern Mediterranean,Male,All,"Trachea, bronchus, lung cancers",4787.33534,2996.94358,6999.90098
Western Pacific,Both,25-29,Ischaemic heart disease,1241.61368,835.06954,1563.28398
Western Pacific,Both,30-34,Ischaemic heart disease,2865.24142,1928.71309,3610.38549
Western Pacific,Both,35-39,Ischaemic heart disease,3950.30836,2652.80111,4980.99444
Western Pacific,Both,40-44,Ischaemic heart disease,7045.39347,4735.60992,8881.79414
Western Pacific,Both,45-49,Ischaemic heart disease,11781.82587,7921.68088,14868.83759
Western Pacific,Both,50-54,Ischaemic heart disease,19164.67364,12883.14879,24180.63496
Western Pacific,Both,55-59,Ischaemic heart disease,24782.3102,16647.82172,31273.38597
Western Pacific,Both,60-64,Ischaemic heart disease,34435.61276,23125.65707,43469.80671
Western Pacific,Both,65-69,Ischaemic heart disease,52520.33116,35303.3176,66354.71618
Western Pacific,Both,70-74,Ischaemic heart disease,58877.25834,39617.63311,74411.48879
Western Pacific,Both,75-79,Ischaemic heart disease,67645.51842,45552.97048,85545.24719
Western Pacific,Both,80+,Ischaemic heart disease,257465.1378,172790.473,325468.142
Western Pacific,Both,40-44,Chronic obstructive pulmonary disease,558.28677,221.84924,1034.57462
Western Pacific,Both,45-49,Lower respiratory infections,1094.4654,705.89501,1507.7988
Western Pacific,Both,50-54,Lower respiratory infections,1705.70015,1107.10522,2337.3937
Western Pacific,Both,55-59,Lower respiratory infections,2333.91169,1498.61107,3218.63344
Western Pacific,Both,60-64,Lower respiratory infections,3611.25923,2298.92822,5007.24539
Western Pacific,Both,65-69,Lower respiratory infections,5780.67444,3698.21555,7988.83844
Western Pacific,Both,70-74,Lower respiratory infections,7725.39408,4933.29874,10699.83049
Western Pacific,Both,45-49,Chronic obstructive pulmonary disease,1236.30648,494.74932,2291.86348
Western Pacific,Both,50-54,Chronic obstructive pulmonary disease,2747.2127,1105.71356,5072.19999
Western Pacific,Both,55-59,Chronic obstructive pulmonary disease,4645.18583,1864.56163,8599.8296
Western Pacific,Both,60-64,Chronic obstructive pulmonary disease,8992.85391,3612.23186,16642.59549
Western Pacific,Both,65-69,Chronic obstructive pulmonary disease,18119.50169,7323.64233,33345.18849
Western Pacific,Both,70-74,Chronic obstructive pulmonary disease,27082.50128,10967.89646,49690.48175
Western Pacific,Both,75-79,Chronic obstructive pulmonary disease,34994.24336,14150.71622,64232.63978
Western Pacific,Both,80+,Chronic obstructive pulmonary disease,117429.9389,47037.88447,217393.8614
Western Pacific,Both,All,Chronic obstructive pulmonary disease,216324.3345,87031.43343,399284.7709
Western Pacific,Both,0-4,Lower respiratory infections,7092.55753,4723.62649,9540.86438
Western Pacific,Both,5-9,Lower respiratory infections,273.95084,177.85499,373.13208
Western Pacific,Both,10-14,Lower respiratory infections,209.075,133.59306,289.23798
Western Pacific,Both,15-19,Lower respiratory infections,260.00707,163.89276,363.73716
Western Pacific,Both,20-24,Lower respiratory infections,327.77392,206.28846,457.91782
Western Pacific,Both,25-29,Lower respiratory infections,421.09481,263.52622,592.12798
Western Pacific,Both,30-34,Lower respiratory infections,552.45922,351.23799,768.22078
Western Pacific,Both,35-39,Lower respiratory infections,572.07482,360.91649,801.26897
Western Pacific,Both,40-44,Lower respiratory infections,727.18296,467.90211,1003.16917
Western Pacific,Both,75-79,Stroke,61666.50129,32750.19323,93383.31591
Western Pacific,Both,80+,Stroke,166020.2594,86648.92552,250247.4823
Western Pacific,Both,All,Stroke,414751.4972,217615.4457,626240.8645
Western Pacific,Both,25-29,Chronic obstructive pulmonary disease,83.13792,32.06045,155.6157
Western Pacific,Both,30-34,Chronic obstructive pulmonary disease,184.00394,72.47982,341.56654
Western Pacific,Both,35-39,Chronic obstructive pulmonary disease,251.16167,98.44939,467.57101
Western Pacific,Female,60-64,Ischaemic heart disease,11089.24685,7459.3478,13988.62168
Western Pacific,Female,65-69,Ischaemic heart disease,19322.07431,13009.42522,24389.01013
Western Pacific,Female,70-74,Ischaemic heart disease,24120.6615,16244.7672,30440.57728
Western Pacific,Female,75-79,Ischaemic heart disease,30028.69555,20227.03595,37939.99572
Western Pacific,Female,80+,Ischaemic heart disease,140137.3276,93849.5125,176976.0657
Western Pacific,Female,All,Ischaemic heart disease,242256.9568,162506.5174,306069.0388
Western Pacific,Both,75-79,Lower respiratory infections,10589.30756,6718.28051,14745.23351
Western Pacific,Both,80+,Lower respiratory infections,59284.76146,36332.81268,84498.11426
Western Pacific,Both,All,Lower respiratory infections,102561.6502,64190.86252,144329.4488
Western Pacific,Both,25-29,"Trachea, bronchus, lung cancers",170.37559,104.30243,249.22503
Western Pacific,Both,30-34,"Trachea, bronchus, lung cancers",473.39775,290.16393,690.69005
Western Pacific,Both,35-39,"Trachea, bronchus, lung cancers",792.73494,482.8283,1160.06018
Western Pacific,Both,40-44,"Trachea, bronchus, lung cancers",1766.39872,1075.78981,2585.03547
Western Pacific,Both,45-49,"Trachea, bronchus, lung cancers",3844.99489,2342.9891,5623.98348
Western Pacific,Both,50-54,"Trachea, bronchus, lung cancers",7535.60833,4601.47247,11011.25018
Western Pacific,Both,55-59,"Trachea, bronchus, lung cancers",10882.93846,6643.35928,15916.63555
Western Pacific,Both,60-64,"Trachea, bronchus, lung cancers",15416.68958,9410.33079,22565.71152
Western Pacific,Both,65-69,"Trachea, bronchus, lung cancers",21879.58164,13350.89185,32033.00456
Western Pacific,Both,70-74,"Trachea, bronchus, lung cancers",19620.28975,11939.64652,28791.55141
Western Pacific,Both,75-79,"Trachea, bronchus, lung cancers",16294.62035,9884.22771,23990.15526
Western Pacific,Both,80+,"Trachea, bronchus, lung cancers",23766.27213,14240.80907,35231.81469
Western Pacific,Both,All,"Trachea, bronchus, lung cancers",122443.9021,74379.02197,179911.773
Western Pacific,Female,25-29,Ischaemic heart disease,283.69064,190.11789,357.55633
Western Pacific,Female,30-34,Ischaemic heart disease,572.48414,385.03461,721.03267
Western Pacific,Female,35-39,Ischaemic heart disease,767.26575,513.47321,968.0194
Western Pacific,Female,40-44,Ischaemic heart disease,1469.26289,985.10509,1852.44235
Western Pacific,Female,45-49,Ischaemic heart disease,2732.0037,1836.63658,3445.42832
Western Pacific,Female,50-54,Ischaemic heart disease,4855.88724,3267.72953,6122.51463
Western Pacific,Female,55-59,Ischaemic heart disease,6878.35664,4628.17891,8675.90216
Western Pacific,Female,30-34,Stroke,320.15715,167.1781,481.42098
Western Pacific,Female,All,Chronic obstructive pulmonary disease,89265.15598,35960.12536,164537.5011
