UN SDG Region,Sex,Age Group,Cause,Value,Low,High
Europe and Northern America,Both,50-54,"Trachea, bronchus, lung cancers",996.3365,480.87004,1706.96315
Europe and Northern America,Both,55-59,"Trachea, bronchus, lung cancers",2177.63949,1046.52449,3748.76438
Europe and Northern America,Both,60-64,"Trachea, bronchus, lung cancers",3390.70479,1642.98704,5828.41092
Europe and Northern America,Both,65-69,"Trachea, bronchus, lung cancers",4088.22297,1982.05658,7034.36692
Europe and Northern America,Both,70-74,"Trachea, bronchus, lung cancers",4123.57332,1989.84974,7180.77777
Europe and Northern America,Both,75-79,"Trachea, bronchus, lung cancers",3224.85784,1553.08645,5653.88823
Europe and Northern America,Both,80+,"Trachea, bronchus, lung cancers",5136.02915,2466.14624,9043.78853
Europe and Northern America,Both,All,"Trachea, bronchus, lung cancers",23762.55844,11457.20856,41294.17273
Europe and Northern America,Female,25-29,Ischaemic heart disease,42.78464,24.02952,59.81047
Europe and Northern America,Both,30-34,Chronic obstructive pulmonary disease,18.21452,3.97743,43.92983
Europe and Northern America,Both,35-39,Chronic obstructive pulmonary disease,37.86133,8.32815,90.52005
Europe and Northern America,Both,40-44,Chronic obstructive pulmonary disease,83.63869,18.60296,200.85583
Europe and Northern America,Both,45-49,Chronic obstructive pulmonary disease,184.22706,40.82701,446.71627
Europe and Northern America,Both,50-54,Chronic obstructive pulmonary disease,498.50296,104.45133,1225.16972
Europe and Northern America,Both,55-59,Chronic obstructive pulmonary disease,1199.92939,246.16793,2971.61995
Europe and Northern America,Both,60-64,Chronic obstructive pulmonary disease,2275.72146,474.31989,5591.18189
Europe and Northern America,Both,65-69,Chronic obstructive pulmonary disease,3332.54756,698.68709,8181.53254
Europe and Northern America,Both,70-74,Chronic obstructive pulmonary disease,4695.83797,967.17141,11688.06919
Europe and Northern America,Both,75-79,Chronic obstructive pulmonary disease,5283.93212,1092.63379,13120.9262
Europe and Northern America,Both,80+,Chronic obstructive pulmonary disease,19130.31756,4118.72074,47022.3602
Europe and Northern America,Both,All,Chronic obstructive pulmonary disease,36748.33849,7750.88017,90644.87106
Europe and Northern America,Both,0-4,Lower respiratory infections,224.46985,86.42822,402.14181
Europe and Northern America,Both,35-39,Lower respiratory infections,358.07677,134.52031,657.59765
Europe and Northern America,Both,40-44,Lower respiratory infections,478.91873,180.81692,876.6337
Europe and Northern America,Both,45-49,Lower respiratory infections,576.09063,218.70271,1052.93083
Europe and Northern America,Both,50-54,Lower respiratory infections,708.47786,269.03776,1283.40888
Europe and Northern America,Both,55-59,Lower respiratory infections,1060.41931,402.27535,1945.02774
Europe and Northern America,Both,60-64,Lower respiratory infections,1434.50252,555.23021,2609.1631
Europe and Northern America,Both,65-69,Lower respiratory infections,1730.21057,664.22303,3147.5048
Europe and Northern America,Both,70-74,Lower respiratory infections,2157.25004,834.61526,3943.85489
Europe and Northern America,Both,75-79,Lower respiratory infections,2833.98334,1088.8939,5190.80153
Europe and Northern America,Both,80+,Lower respiratory infections,20424.6321,7789.65823,37447.60694
Europe and Northern America,Both,All,Lower respiratory infections,32454.32053,12407.87217,59330.91813
Europe and Northern America,Female,35-39,Stroke,107.02547,43.48748,195.40202
Europe and Northern America,Female,25-29,Chronic obstructive pulmonary disease,2.38858,0.53155,5.75303
Europe and Northern America,Female,40-44,Stroke,189.03052,77.95748,342.35113
Europe and Northern America,Female,45-49,Stroke,320.94566,134.80559,577.16737
Europe and Northern America,Female,50-54,Stroke,529.27669,224.03366,948.95312
Europe and Northern America,Female,55-59,Stroke,947.13211,397.91065,1710.12044
Europe and Northern America,Female,60-64,Stroke,1627.83577,686.53615,2920.16769
Europe and Northern America,Female,65-69,Stroke,2794.86938,1177.37855,4988.9404
Europe and Northern America,Female,70-74,Stroke,3992.7319,1698.26746,7081.41936
Europe and Northern America,Female,75-79,Stroke,6517.93675,2767.1222,11531.80608
Europe and Northern America,Female,80+,Stroke,36946.68508,15842.12625,65424.29983
Europe and Northern America,Female,All,Stroke,54053.30883,23157.68591,95843.07089
Europe and Northern America,Female,30-34,Ischaemic heart disease,108.65401,60.20832,151.62843
Europe and Northern America,Female,35-39,Ischaemic heart disease,244.41227,135.57412,338.92772
Europe and Northern America,Female,40-44,Ischaemic heart disease,474.11247,265.47747,657.54233
Europe and Northern America,Female,45-49,Ischaemic heart disease,886.72789,499.66986,1228.93459
Europe and Northern America,Female,50-54,Ischaemic heart disease,1686.60249,949.93733,2344.47985
Europe and Northern America,Female,15-19,Lower respiratory infections,13.77615,5.56836,24.28511
Europe and Northern America,Female,20-24,Lower respiratory infections,19.64666,7.47326,36.05859
Europe and Northern America,Female,25-29,Lower respiratory infections,33.63287,12.43752,62.479
Europe and Northern America,Female,30-34,Lower respiratory infections,63.33134,22.84161,119.12268
Europe and Northern America,Female,35-39,Lower respiratory infections,91.58724,33.97282,170.03158
Europe and Northern America,Female,40-44,Lower respiratory infections,117.29519,43.21957,216.89893
Europe and Northern America,Female,45-49,Lower respiratory infections,139.38904,51.10932,259.52735
Europe and Northern America,Female,50-54,Lower respiratory infections,183.58698,67.48151,341.34733
Europe and Northern America,Female,55-59,Lower respiratory infections,286.18505,103.37563,536.09034
Europe and Northern America,Female,60-64,Lower respiratory infections,426.92171,156.30483,792.52019
Europe and Northern America,Female,65-69,Lower respiratory infections,583.83974,220.53812,1074.70921
Europe and Northern America,Female,55-59,Ischaemic heart disease,3500.43448,1964.45378,4866.99588
Europe and Northern America,Female,60-64,Ischaemic heart disease,6312.67276,3559.25626,8746.855
Europe and Northern America,Female,65-69,Ischaemic heart disease,10348.07034,5859.89232,14272.4418
Europe and Northern America,Female,70-74,Ischaemic heart disease,13946.4611,7919.4803,19237.10674
Europe and Northern America,Female,75-79,Ischaemic heart disease,21757.55565,12452.77921,29900.80673
Europe and Northern America,Female,80+,Ischaemic heart disease,132980.1607,75999.76647,182828.5654
Europe and Northern America,Female,All,Ischaemic heart disease,192288.6488,109530.688,264302.8875
Europe and Northern America,Female,25-29,Stroke,23.94704,9.70859,43.45892
Europe and Northern America,Female,30-34,Stroke,55.89245,23.08464,101.17134
Europe and Northern America,Female,30-34,Chronic obstructive pulmonary disease,6.13641,1.3081,14.83642
Europe and Northern America,Female,35-39,Chronic obstructive pulmonary disease,11.46767,2.50272,27.67084
Europe and Northern America,Female,40-44,Chronic obstructive pulmonary disease,26.49848,5.59459,64.58529
Europe and Northern America,Female,45-49,Chronic obstructive pulmonary disease,64.25656,13.17985,159.24543
Europe and Northern America,Female,50-54,Chronic obstructive pulmonary disease,196.15549,38.99506,495.99454
Europe and Northern America,Female,55-59,Chronic obstructive pulmonary disease,477.69031,93.53652,1214.44292
Europe and Northern America,Female,60-64,Chronic obstructive pulmonary disease,864.68976,175.35047,2170.53386
Europe and Northern America,Female,65-69,Chronic obstructive pulmonary disease,1279.69288,260.52797,3204.16266
Europe and Northern America,Female,70-74,Chronic obstructive pulmonary disease,1910.81647,383.60183,4811.4709
Europe and Northern America,Female,75-79,Chronic obstructive pulmonary disease,2261.15674,456.75506,5679.49724
Europe and Northern America,Female,80+,Chronic obstructive pulmonary disease,9446.81345,1997.5482,23335.08199
Europe and Northern America,Female,All,Chronic obstructive pulmonary disease,16547.76281,3418.78067,41208.52211
Europe and Northern America,Female,0-4,Lower respiratory infections,97.19869,37.44397,174.05551
Europe and Northern America,Female,5-9,Lower respiratory infections,13.6954,5.35716,24.70469
Europe and Northern America,Female,10-14,Lower respiratory infections,12.86908,5.02245,23.15083
Europe and Northern America,Female,55-59,"Trachea, bronchus, lung cancers",685.39868,329.82504,1203.84761
Europe and Northern America,Male,60-64,Ischaemic heart disease,17668.42519,9980.6654,24471.34496
Europe and Northern America,Female,60-64,"Trachea, bronchus, lung cancers",1006.36836,486.96376,1757.70659
Europe and Northern America,Female,65-69,"Trachea, bronchus, lung cancers",1225.91842,593.51975,2142.36463
Europe and Northern America,Female,70-74,"Trachea, bronchus, lung cancers",1317.21606,632.49724,2326.40697
Europe and Northern America,Female,75-79,"Trachea, bronchus, lung cancers",1074.22015,512.87924,1910.48688
Europe and Northern America,Female,80+,"Trachea, bronchus, lung cancers",1923.53236,916.38551,3421.45988
Europe and Northern America,Female,All,"Trachea, bronchus, lung cancers",7787.05077,3739.65758,13738.10807
Europe and Northern America,Male,25-29,Ischaemic heart disease,155.76554,88.06225,215.72905
Europe and Northern America,Male,30-34,Ischaemic heart disease,472.8572,265.588,655.59552
Europe and Northern America,Male,35-39,Ischaemic heart disease,1030.86901,579.14491,1424.96406
Europe and Northern America,Male,40-44,Ischaemic heart disease,2026.72971,1143.57449,2791.92919
Europe and Northern America,Male,45-49,Ischaemic heart disease,3644.09422,2060.26227,5029.29786
Europe and Northern America,Male,50-54,Ischaemic heart disease,6479.96627,3667.7276,8957.27022
Europe and Northern America,Male,55-59,Ischaemic heart disease,11719.01151,6605.81639,16244.78689
Europe and Northern America,Female,70-74,Lower respiratory infections,824.74291,314.77559,1528.14362
Europe and Northern America,Female,75-79,Lower respiratory infections,1218.54324,466.53182,2241.65052
Europe and Northern America,Female,80+,Lower respiratory infections,11613.19829,4428.15442,21289.39909
Europe and Northern America,Female,All,Lower respiratory infections,15739.4396,5990.75724,28879.33419
Europe and Northern America,Female,25-29,"Trachea, bronchus, lung cancers",2.42481,1.16054,4.14728
Europe and Northern America,Male,30-34,Chronic obstructive pulmonary disease,12.07811,2.64837,28.99219
Europe and Northern America,Male,35-39,Chronic obstructive pulmonary disease,26.39366,5.84291,63.20839
Europe and Northern America,Male,40-44,Chronic obstructive pulmonary disease,57.1402,12.90701,135.35519
Europe and Northern America,Male,45-49,Chronic obstructive pulmonary disease,119.97051,27.12933,286.70627
Europe and Northern America,Male,50-54,Chronic obstructive pulmonary disease,302.34747,66.42644,732.91647
Europe and Northern America,Male,55-59,Chronic obstructive pulmonary disease,722.23908,153.61448,1756.89337
Europe and Northern America,Male,60-64,Chronic obstructive pulmonary disease,1411.0317,303.5823,3419.42876
Europe and Northern America,Female,30-34,"Trachea, bronchus, lung cancers",8.06939,3.84879,13.8553
Europe and Northern America,Female,35-39,"Trachea, bronchus, lung cancers",20.04106,9.70648,34.27342
Europe and Northern America,Female,40-44,"Trachea, bronchus, lung cancers",52.56572,25.43265,90.46752
Europe and Northern America,Female,45-49,"Trachea, bronchus, lung cancers",142.09235,68.67384,246.66845
Europe and Northern America,Female,50-54,"Trachea, bronchus, lung cancers",329.20342,158.90847,575.92424
Europe and Northern America,Male,65-69,Ischaemic heart disease,21448.66096,12147.16605,29631.61131
Europe and Northern America,Male,70-74,Ischaemic heart disease,22085.75903,12534.73798,30580.88313
Europe and Northern America,Male,75-79,Ischaemic heart disease,23084.37242,13137.97481,31917.90383
Europe and Northern America,Male,80+,Ischaemic heart disease,77143.15031,44118.33487,106158.7174
Europe and Northern America,Male,All,Ischaemic heart disease,186959.6614,106218.4459,258822.3997
Europe and Northern America,Male,25-29,Stroke,40.87918,16.99194,73.45483
Europe and Northern America,Male,30-34,Stroke,105.00592,43.03819,190.90375
Europe and Northern America,Male,35-39,Stroke,208.55683,86.43147,376.08004
Europe and Northern America,Male,40-44,Stroke,373.14631,155.12746,672.72165
Europe and Northern America,Male,45-49,Stroke,599.82266,251.89769,1072.54875
Europe and Northern America,Male,50-54,Stroke,981.5839,414.599,1752.51085
Europe and Northern America,Male,55-59,Stroke,1813.45904,762.59763,3248.35392
Europe and Northern America,Male,60-64,Stroke,2958.91115,1244.42422,5275.55593
Europe and Northern America,Male,65-69,Stroke,4055.57969,1713.23842,7181.20481
Europe and Northern America,Male,70-74,Stroke,4567.13861,1956.73509,8067.8394
Europe and Northern America,Male,75-79,Stroke,5223.42971,2251.5841,9203.69613
Europe and Northern America,Male,80+,Stroke,17109.02767,7218.38635,30062.75613
Europe and Northern America,Male,All,Stroke,38036.54066,16355.53138,67239.37806
Europe and Northern America,Male,25-29,Chronic obstructive pulmonary disease,5.21929,1.23132,12.26289
Europe and Northern America,Male,5-9,Lower respiratory infections,13.46547,5.1789,24.50796
Europe and Northern America,Male,35-39,"Trachea, bronchus, lung cancers",33.1429,15.9594,56.5692
Europe and Northern America,Male,10-14,Lower respiratory infections,14.59227,5.88209,25.5267
Europe and Northern America,Male,15-19,Lower respiratory infections,20.43873,8.23502,35.84844
Europe and Northern America,Male,20-24,Lower respiratory infections,35.22332,13.74319,62.84607
Europe and Northern America,Male,25-29,Lower respiratory infections,66.79548,25.81707,121.58299
Europe and Northern America,Male,30-34,Lower respiratory infections,159.82204,61.31552,293.05876
Europe and Northern America,Male,35-39,Lower respiratory infections,266.48952,101.74237,487.52639
Europe and Northern America,Male,40-44,Lower respiratory infections,361.62354,138.19051,659.32283
Europe and Northern America,Male,45-49,Lower respiratory infections,436.70159,168.92564,793.32494
Europe and Northern America,Male,50-54,Lower respiratory infections,524.89088,201.52757,944.59075
Europe and Northern America,Male,55-59,Lower respiratory infections,774.23426,297.3546,1403.15039
Europe and Northern America,Male,60-64,Lower respiratory infections,1007.5808,395.52273,1815.23062
Europe and Northern America,Male,65-69,Lower respiratory infections,1146.37083,447.58634,2065.54856
Europe and Northern America,Male,70-74,Lower respiratory infections,1332.50713,517.72187,2423.85876
Europe and Northern America,Male,75-79,Lower respiratory infections,1615.4401,622.36208,2949.74003
Europe and Northern America,Male,80+,Lower respiratory infections,8811.43381,3361.5038,16158.20785
Europe and Northern America,Male,All,Lower respiratory infections,16714.88094,6344.36979,30427.77818
Europe and Northern America,Male,25-29,"Trachea, bronchus, lung cancers",3.7603,1.83126,6.3605
Europe and Northern America,Male,30-34,"Trachea, bronchus, lung cancers",11.21549,5.47432,18.97665
Europe and Northern America,Male,65-69,Chronic obstructive pulmonary disease,2052.85467,444.54465,4974.39648
Europe and Northern America,Male,70-74,Chronic obstructive pulmonary disease,2785.0215,584.84797,6860.54699
Europe and Northern America,Male,75-79,Chronic obstructive pulmonary disease,3022.77538,641.57402,7437.35251
Europe and Northern America,Male,80+,Chronic obstructive pulmonary disease,9683.50411,2115.05694,23687.27821
Europe and Northern America,Male,All,Chronic obstructive pulmonary disease,20200.57568,4364.80472,49450.09098
Oceania excluding Australia and New Zealand,Both,All,Ischaemic heart disease,1290.10405,200.07074,2256.21667
Oceania excluding Australia and New Zealand,Both,25-29,Stroke,6.25219,0.4243,14.80575
Oceania excluding Australia and New Zealand,Both,30-34,Stroke,7.3447,0.46482,17.38375
Oceania excluding Australia and New Zealand,Both,35-39,Stroke,16.03816,0.94755,38.05965
Europe and Northern America,Male,0-4,Lower respiratory infections,127.27116,48.98424,228.08631
Europe and Northern America,Male,40-44,"Trachea, bronchus, lung cancers",80.96765,40.02016,138.86293
Europe and Northern America,Male,45-49,"Trachea, bronchus, lung cancers",270.9147,130.39434,460.45155
Europe and Northern America,Male,50-54,"Trachea, bronchus, lung cancers",667.13308,321.45399,1136.54129
Europe and Northern America,Male,55-59,"Trachea, bronchus, lung cancers",1492.24081,718.21868,2552.78079
Europe and Northern America,Male,60-64,"Trachea, bronchus, lung cancers",2384.33642,1151.14447,4069.69293
Europe and Northern America,Male,65-69,"Trachea, bronchus, lung cancers",2862.30455,1395.00295,4892.15615
Europe and Northern America,Male,70-74,"Trachea, bronchus, lung cancers",2806.35726,1357.3525,4863.63618
Europe and Northern America,Male,75-79,"Trachea, bronchus, lung cancers",2150.63769,1040.20721,3743.33763
Europe and Northern America,Male,80+,"Trachea, bronchus, lung cancers",3212.4968,1549.76072,5622.21308
Europe and Northern America,Male,All,"Trachea, bronchus, lung cancers",15975.50766,7729.31126,27557.92059
Oceania excluding Australia and New Zealand,Both,25-29,Ischaemic heart disease,8.27925,1.13354,14.60257
Oceania excluding Australia and New Zealand,Both,30-34,Ischaemic heart disease,20.28847,2.8479,35.81112
Oceania excluding Australia and New Zealand,Both,35-39,Ischaemic heart disease,43.26029,5.89415,76.33949
Oceania excluding Australia and New Zealand,Both,40-44,Ischaemic heart disease,74.74791,10.10286,131.93586
Oceania excluding Australia and New Zealand,Both,45-49,Ischaemic heart disease,112.64982,15.54114,198.31473
Oceania excluding Australia and New Zealand,Both,50-54,Ischaemic heart disease,137.16186,20.41113,240.16562
Oceania excluding Australia and New Zealand,Both,55-59,Ischaemic heart disease,161.44963,25.06461,282.10976
Oceania excluding Australia and New Zealand,Both,60-64,Ischaemic heart disease,177.25534,28.36517,309.21191
Oceania excluding Australia and New Zealand,Both,65-69,Ischaemic heart disease,160.77773,24.97566,280.83903
Oceania excluding Australia and New Zealand,Both,70-74,Ischaemic heart disease,143.50559,23.30807,249.97643
Oceania excluding Australia and New Zealand,Both,75-79,Ischaemic heart disease,111.63275,17.5401,194.72317
Oceania excluding Australia and New Zealand,Both,80+,Ischaemic heart disease,139.0954,22.06781,241.36398
Oceania excluding Australia and New Zealand,Both,50-54,Stroke,38.87825,2.56816,91.99469
Oceania excluding Australia and New Zealand,Both,10-14,Lower respiratory infections,3.54439,0.13558,8.86016
Oceania excluding Australia and New Zealand,Both,15-19,Lower respiratory infections,3.53191,0.14548,8.85281
Oceania excluding Australia and New Zealand,Both,55-59,Stroke,46.35302,3.09875,109.66944
Oceania excluding Australia and New Zealand,Both,60-64,Stroke,54.7198,3.96805,129.41762
Oceania excluding Australia and New Zealand,Both,65-69,Stroke,59.87661,4.24184,141.60464
Oceania excluding Australia and New Zealand,Both,70-74,Stroke,56.89547,4.23332,134.75369
Oceania excluding Australia and New Zealand,Both,75-79,Stroke,49.34273,3.57106,116.8174
Oceania excluding Australia and New Zealand,Both,80+,Stroke,57.61177,4.22765,134.85814
Oceania excluding Australia and New Zealand,Both,All,Stroke,446.80137,31.33497,1057.97179
Oceania excluding Australia and New Zealand,Both,25-29,Chronic obstructive pulmonary disease,1.94366,0.04791,6.19517
Oceania excluding Australia and New Zealand,Both,30-34,Chronic obstructive pulmonary disease,3.13108,0.07766,9.96043
Oceania excluding Australia and New Zealand,Both,35-39,Chronic obstructive pulmonary disease,4.77903,0.11955,15.19263
Oceania excluding Australia and New Zealand,Both,40-44,Chronic obstructive pulmonary disease,7.02622,0.17587,22.35637
Oceania excluding Australia and New Zealand,Both,45-49,Chronic obstructive pulmonary disease,10.87995,0.27439,34.69246
Oceania excluding Australia and New Zealand,Both,50-54,Chronic obstructive pulmonary disease,17.94752,0.45563,57.07186
Oceania excluding Australia and New Zealand,Both,55-59,Chronic obstructive pulmonary disease,25.44568,0.65057,81.24894
Oceania excluding Australia and New Zealand,Both,60-64,Chronic obstructive pulmonary disease,39.19942,1.01229,125.47621
Oceania excluding Australia and New Zealand,Both,65-69,Chronic obstructive pulmonary disease,52.16586,1.34598,167.32043
Oceania excluding Australia and New Zealand,Both,70-74,Chronic obstructive pulmonary disease,50.14981,1.28986,160.32007
Oceania excluding Australia and New Zealand,Both,75-79,Chronic obstructive pulmonary disease,42.85585,1.09345,136.11269
Oceania excluding Australia and New Zealand,Both,80+,Chronic obstructive pulmonary disease,52.05503,1.31856,165.10312
Oceania excluding Australia and New Zealand,Both,All,Chronic obstructive pulmonary disease,307.57912,7.86172,978.85237
Oceania excluding Australia and New Zealand,Both,0-4,Lower respiratory infections,90.49363,3.09876,231.62459
Oceania excluding Australia and New Zealand,Both,5-9,Lower respiratory infections,5.09255,0.18765,12.77195
Oceania excluding Australia and New Zealand,Both,40-44,Stroke,23.09417,1.32268,54.78781
Oceania excluding Australia and New Zealand,Both,45-49,Stroke,30.39451,1.76506,72.10856
Oceania excluding Australia and New Zealand,Both,20-24,Lower respiratory infections,4.26415,0.19108,10.81017
Oceania excluding Australia and New Zealand,Both,80+,"Trachea, bronchus, lung cancers",1.5639,0.08455,4.58388
Oceania excluding Australia and New Zealand,Both,All,"Trachea, bronchus, lung cancers",26.27265,1.29673,77.33115
Oceania excluding Australia and New Zealand,Both,25-29,Lower respiratory infections,5.05398,0.22431,12.80805
Oceania excluding Australia and New Zealand,Both,30-34,Lower respiratory infections,5.75779,0.24958,14.53609
Oceania excluding Australia and New Zealand,Both,35-39,Lower respiratory infections,8.70251,0.35276,21.7553
Oceania excluding Australia and New Zealand,Both,40-44,Lower respiratory infections,7.891,0.31677,19.71457
Oceania excluding Australia and New Zealand,Both,45-49,Lower respiratory infections,8.44021,0.34319,21.06803
Oceania excluding Australia and New Zealand,Both,50-54,Lower respiratory infections,10.29327,0.42742,25.76485
Oceania excluding Australia and New Zealand,Both,55-59,Lower respiratory infections,12.39557,0.50686,31.02647
Oceania excluding Australia and New Zealand,Both,60-64,Lower respiratory infections,15.5934,0.62317,38.89723
Oceania excluding Australia and New Zealand,Both,65-69,Lower respiratory infections,16.6467,0.6536,41.39589
Oceania excluding Australia and New Zealand,Both,70-74,Lower respiratory infections,16.06903,0.68035,40.04781
Oceania excluding Australia and New Zealand,Both,75-79,Lower respiratory infections,16.10679,0.73453,40.29409
Oceania excluding Australia and New Zealand,Both,80+,Lower respiratory infections,27.40806,1.27925,68.67677
Oceania excluding Australia and New Zealand,Both,All,Lower respiratory infections,257.28493,10.10902,639.37718
Oceania excluding Australia and New Zealand,Both,25-29,"Trachea, bronchus, lung cancers",0.03509,0.00213,0.09674
Oceania excluding Australia and New Zealand,Both,30-34,"Trachea, bronchus, lung cancers",0.17276,0.00998,0.47937
Oceania excluding Australia and New Zealand,Both,35-39,"Trachea, bronchus, lung cancers",0.16257,0.00607,0.48561
Oceania excluding Australia and New Zealand,Both,40-44,"Trachea, bronchus, lung cancers",0.27809,0.01922,0.79368
Oceania excluding Australia and New Zealand,Both,45-49,"Trachea, bronchus, lung cancers",1.00346,0.05901,2.91204
Oceania excluding Australia and New Zealand,Both,50-54,"Trachea, bronchus, lung cancers",2.23023,0.10159,6.60892
Oceania excluding Australia and New Zealand,Both,55-59,"Trachea, bronchus, lung cancers",4.11271,0.18407,12.1588
Oceania excluding Australia and New Zealand,Both,60-64,"Trachea, bronchus, lung cancers",5.80498,0.29076,16.9985
Oceania excluding Australia and New Zealand,Both,65-69,"Trachea, bronchus, lung cancers",5.01722,0.22818,14.81022
Oceania excluding Australia and New Zealand,Both,70-74,"Trachea, bronchus, lung cancers",3.67435,0.18154,10.79105
Oceania excluding Australia and New Zealand,Both,75-79,"Trachea, bronchus, lung cancers",2.21728,0.12226,6.48144
Oceania excluding Australia and New Zealand,Female,25-29,Ischaemic heart disease,2.03351,0.26632,3.59153
Oceania excluding Australia and New Zealand,Female,All,Stroke,199.62172,14.79055,473.0482
Oceania excluding Australia and New Zealand,Female,25-29,Chronic obstructive pulmonary disease,0.99183,0.02513,3.16836
Oceania excluding Australia and New Zealand,Female,30-34,Ischaemic heart disease,4.48808,0.58732,7.93634
Oceania excluding Australia and New Zealand,Female,35-39,Ischaemic heart disease,8.74394,1.09499,15.48694
Oceania excluding Australia and New Zealand,Female,40-44,Ischaemic heart disease,17.23218,2.18195,30.52484
Oceania excluding Australia and New Zealand,Female,45-49,Ischaemic heart disease,27.80363,3.57745,49.19346
Oceania excluding Australia and New Zealand,Female,50-54,Ischaemic heart disease,33.81683,4.65517,59.56724
Oceania excluding Australia and New Zealand,Female,55-59,Ischaemic heart disease,47.9845,6.81958,84.421
Oceania excluding Australia and New Zealand,Female,60-64,Ischaemic heart disease,62.00321,9.26885,108.64615
Oceania excluding Australia and New Zealand,Female,65-69,Ischaemic heart disease,64.42578,9.54487,112.98828
Oceania excluding Australia and New Zealand,Female,70-74,Ischaemic heart disease,65.13513,10.23732,113.88199
Oceania excluding Australia and New Zealand,Female,75-79,Ischaemic heart disease,54.32869,8.45087,94.93559
Oceania excluding Australia and New Zealand,Female,80+,Ischaemic heart disease,72.60212,11.52767,126.79143
Oceania excluding Australia and New Zealand,Female,All,Ischaemic heart disease,460.5976,69.17161,807.92055
Oceania excluding Australia and New Zealand,Female,25-29,Stroke,2.34665,0.16847,5.55228
Oceania excluding Australia and New Zealand,Female,30-34,Stroke,2.64825,0.183,6.2643
Oceania excluding Australia and New Zealand,Female,35-39,Stroke,6.1467,0.39949,14.57603
Oceania excluding Australia and New Zealand,Female,40-44,Stroke,8.35407,0.54362,19.77191
Oceania excluding Australia and New Zealand,Female,45-49,Stroke,11.91645,0.75608,28.22739
Oceania excluding Australia and New Zealand,Female,50-54,Stroke,14.91623,1.02536,35.32501
Oceania excluding Australia and New Zealand,Female,55-59,Stroke,18.81335,1.36477,44.54704
Oceania excluding Australia and New Zealand,Female,60-64,Stroke,23.19885,1.78382,54.89947
Oceania excluding Australia and New Zealand,Female,65-69,Stroke,28.23319,2.10205,66.77647
Oceania excluding Australia and New Zealand,Female,70-74,Stroke,26.77488,2.00608,63.3142
Oceania excluding Australia and New Zealand,Female,75-79,Stroke,25.59913,1.90117,60.3746
Oceania excluding Australia and New Zealand,Female,80+,Stroke,30.67396,2.25347,71.62849
Oceania excluding Australia and New Zealand,Female,30-34,Chronic obstructive pulmonary disease,1.60564,0.04068,5.13642
Oceania excluding Australia and New Zealand,Female,65-69,Lower respiratory infections,7.15149,0.27759,17.86649
Oceania excluding Australia and New Zealand,Female,70-74,Lower respiratory infections,7.789,0.32423,19.39158
Oceania excluding Australia and New Zealand,Female,75-79,Lower respiratory infections,8.9873,0.39978,22.49483
Oceania excluding Australia and New Zealand,Female,35-39,Chronic obstructive pulmonary disease,2.76309,0.06998,8.9016
Oceania excluding Australia and New Zealand,Female,40-44,Chronic obstructive pulmonary disease,4.02288,0.10174,12.94116
Oceania excluding Australia and New Zealand,Female,45-49,Chronic obstructive pulmonary disease,5.22739,0.1328,16.85412
Oceania excluding Australia and New Zealand,Female,50-54,Chronic obstructive pulmonary disease,8.58356,0.21877,27.58424
Oceania excluding Australia and New Zealand,Female,55-59,Chronic obstructive pulmonary disease,11.93145,0.30528,38.47413
Oceania excluding Australia and New Zealand,Female,40-44,"Trachea, bronchus, lung cancers",0.07047,0.00602,0.19347
Oceania excluding Australia and New Zealand,Female,45-49,"Trachea, bronchus, lung cancers",0.39521,0.02456,1.14918
Oceania excluding Australia and New Zealand,Female,50-54,"Trachea, bronchus, lung cancers",0.72572,0.02965,2.16406
Oceania excluding Australia and New Zealand,Female,55-59,"Trachea, bronchus, lung cancers",1.26516,0.05284,3.77703
Oceania excluding Australia and New Zealand,Female,60-64,"Trachea, bronchus, lung cancers",1.80837,0.08869,5.32892
Oceania excluding Australia and New Zealand,Female,65-69,"Trachea, bronchus, lung cancers",1.80837,0.08146,5.36156
Oceania excluding Australia and New Zealand,Female,70-74,"Trachea, bronchus, lung cancers",1.39523,0.06498,4.12344
Oceania excluding Australia and New Zealand,Female,75-79,"Trachea, bronchus, lung cancers",0.94742,0.0484,2.78878
Oceania excluding Australia and New Zealand,Female,80+,"Trachea, bronchus, lung cancers",0.74817,0.03639,2.21196
Oceania excluding Australia and New Zealand,Female,All,"Trachea, bronchus, lung cancers",9.27256,0.44266,27.33986
Oceania excluding Australia and New Zealand,Male,25-29,Ischaemic heart disease,6.24573,0.87089,11.00704
Oceania excluding Australia and New Zealand,Male,30-34,Ischaemic heart disease,15.80039,2.26057,27.8615
Oceania excluding Australia and New Zealand,Male,35-39,Ischaemic heart disease,34.51635,4.78609,60.85255
Oceania excluding Australia and New Zealand,Male,40-44,Ischaemic heart disease,57.51573,7.88911,101.40945
Oceania excluding Australia and New Zealand,Male,45-49,Ischaemic heart disease,84.84619,11.93067,149.12811
Oceania excluding Australia and New Zealand,Male,50-54,Ischaemic heart disease,103.34503,15.88867,180.59468
Oceania excluding Australia and New Zealand,Male,55-59,Ischaemic heart disease,113.46513,18.068,197.79832
Oceania excluding Australia and New Zealand,Male,60-64,Ischaemic heart disease,115.25212,18.84566,200.58465
Oceania excluding Australia and New Zealand,Male,65-69,Ischaemic heart disease,96.35195,15.35993,167.88281
Oceania excluding Australia and New Zealand,Male,70-74,Ischaemic heart disease,78.37046,13.02567,136.13777
