Country,Sex,Cause,Value,Low,High
Russian Federation,Both,"Trachea, bronchus, lung cancers",1912.14202,818.81823,3582.35412
Russian Federation,Female,Chronic obstructive pulmonary disease,853.7958,145.99732,2239.50623
Russian Federation,Female,Ischaemic heart disease,43233.02371,23216.66232,63558.11175
Russian Federation,Female,Lower respiratory infections,961.14403,296.64271,1892.14149
Russian Federation,Female,Stroke,14575.7669,5378.98811,27737.7939
Russian Federation,Female,"Trachea, bronchus, lung cancers",358.47577,153.50664,671.59611
Russian Federation,Male,Chronic obstructive pulmonary disease,1577.45861,269.74217,4137.67364
Russian Federation,Male,Ischaemic heart disease,34786.68384,18680.87454,51140.90454
Russian Federation,Male,Lower respiratory infections,1894.48055,584.70305,3729.54018
Russian Federation,Male,Stroke,8835.55612,3260.64156,16814.12967
Russian Federation,Male,"Trachea, bronchus, lung cancers",1553.66625,665.31159,2910.75801
Rwanda,Both,Chronic obstructive pulmonary disease,288.93975,69.2333,597.1699
Rwanda,Both,Ischaemic heart disease,862.53666,493.0454,1174.80548
Rwanda,Both,Lower respiratory infections,1232.46291,447.52048,2011.0619
Rwanda,Both,Stroke,836.82645,339.42231,1472.74056
Rwanda,Both,"Trachea, bronchus, lung cancers",33.63537,9.41534,64.74253
Rwanda,Female,Chronic obstructive pulmonary disease,116.84294,27.99692,241.48663
Rwanda,Female,Ischaemic heart disease,416.04774,237.82227,566.67175
Rwanda,Female,Lower respiratory infections,576.95013,209.49677,941.43395
Rwanda,Female,Stroke,438.30094,177.77774,771.3709
Rwanda,Female,"Trachea, bronchus, lung cancers",18.617,5.21134,35.83465
Rwanda,Male,Chronic obstructive pulmonary disease,172.09681,41.23638,355.68327
Rwanda,Male,Ischaemic heart disease,446.48892,255.22314,608.13372
Rwanda,Male,Lower respiratory infections,655.51278,238.02371,1069.62795
Rwanda,Male,Stroke,398.52551,161.64457,701.36966
Rwanda,Male,"Trachea, bronchus, lung cancers",15.01837,4.204,28.90788
Saudi Arabia,Both,Chronic obstructive pulmonary disease,708.97067,302.69217,1246.06744
Saudi Arabia,Both,Ischaemic heart disease,10791.00492,7558.02343,13653.61044
Saudi Arabia,Both,Lower respiratory infections,2091.0397,1531.44976,2711.1338
Saudi Arabia,Both,Stroke,3500.71813,1936.41433,5521.25523
Saudi Arabia,Both,"Trachea, bronchus, lung cancers",161.18029,98.94476,233.17943
Saudi Arabia,Female,Chronic obstructive pulmonary disease,273.01693,116.56348,479.84709
Saudi Arabia,Female,Ischaemic heart disease,3511.01275,2459.1145,4442.40372
Saudi Arabia,Female,Lower respiratory infections,864.11812,632.86865,1120.3708
Saudi Arabia,Female,Stroke,1498.74191,829.0257,2363.7826
Saudi Arabia,Female,"Trachea, bronchus, lung cancers",38.43309,23.59317,55.60113
Saudi Arabia,Male,Chronic obstructive pulmonary disease,435.95373,186.12869,766.22035
Saudi Arabia,Male,Ischaemic heart disease,7279.99217,5098.90893,9211.20672
Saudi Arabia,Male,Lower respiratory infections,1226.92158,898.5811,1590.763
Saudi Arabia,Male,Stroke,2001.97622,1107.38863,3157.47262
Saudi Arabia,Male,"Trachea, bronchus, lung cancers",122.7472,75.3516,177.5783
Sudan,Both,Chronic obstructive pulmonary disease,579.58236,133.74699,1229.38873
Sudan,Both,Ischaemic heart disease,9025.86794,5194.77842,12554.67323
Sudan,Both,Lower respiratory infections,1879.04361,727.64991,3223.18468
Sudan,Both,Stroke,2574.06627,1016.6193,4430.96703
Sudan,Both,"Trachea, bronchus, lung cancers",51.05101,17.50706,103.86544
Sudan,Female,Chronic obstructive pulmonary disease,211.27427,48.75459,448.14719
Sudan,Female,Ischaemic heart disease,4214.10169,2425.39827,5861.67115
Sudan,Female,Lower respiratory infections,847.74358,328.28431,1454.16217
Sudan,Female,Stroke,1451.90046,573.42347,2499.28416
Sudan,Female,"Trachea, bronchus, lung cancers",20.64314,7.07921,41.99935
Sudan,Male,Chronic obstructive pulmonary disease,368.30809,84.99241,781.24154
Sudan,Male,Ischaemic heart disease,4811.76625,2769.38015,6693.00209
Sudan,Male,Lower respiratory infections,1031.30002,399.36559,1769.02251
Sudan,Male,Stroke,1122.16582,443.19582,1931.68287
Sudan,Male,"Trachea, bronchus, lung cancers",30.40787,10.42785,61.86609
Senegal,Both,Chronic obstructive pulmonary disease,267.8999,93.10961,513.79822
Senegal,Both,Ischaemic heart disease,1549.31958,999.36767,2045.10239
Senegal,Both,Lower respiratory infections,1767.22345,1047.41024,2513.28991
Senegal,Both,Stroke,910.08392,461.4471,1420.00368
Senegal,Both,"Trachea, bronchus, lung cancers",28.16194,13.61658,45.60887
Senegal,Female,Chronic obstructive pulmonary disease,116.29549,40.41893,223.04007
Senegal,Female,Ischaemic heart disease,866.06862,558.64586,1143.21088
Senegal,Female,Lower respiratory infections,868.16559,514.5504,1234.67795
Senegal,Female,Stroke,522.44378,264.89883,815.16889
Senegal,Female,"Trachea, bronchus, lung cancers",8.88995,4.29838,14.39747
Senegal,Male,Chronic obstructive pulmonary disease,151.60442,52.69068,290.75814
Senegal,Male,Ischaemic heart disease,683.25096,440.7218,901.89151
Senegal,Male,Lower respiratory infections,899.05785,532.85984,1278.61196
Senegal,Male,Stroke,387.64013,196.54826,604.83479
Senegal,Male,"Trachea, bronchus, lung cancers",19.27199,9.3182,31.2114
Singapore,Both,Chronic obstructive pulmonary disease,39.08774,9.03188,90.14478
Singapore,Both,Ischaemic heart disease,962.84664,570.76151,1302.60527
Singapore,Both,Lower respiratory infections,726.05754,289.48547,1250.22204
Singapore,Both,Stroke,161.13079,68.61129,270.68449
Singapore,Both,"Trachea, bronchus, lung cancers",93.95928,43.29496,160.44255
Singapore,Female,Chronic obstructive pulmonary disease,7.54506,1.74341,17.40055
Singapore,Female,Ischaemic heart disease,333.46353,197.67234,451.13244
Singapore,Female,Lower respiratory infections,342.04813,136.37757,588.98377
Singapore,Female,Stroke,81.99959,34.91634,137.75155
Singapore,Female,"Trachea, bronchus, lung cancers",32.06947,14.77711,54.76103
Singapore,Male,Chronic obstructive pulmonary disease,31.54268,7.28847,72.74423
Singapore,Male,Ischaemic heart disease,629.38311,373.08917,851.47283
Singapore,Male,Lower respiratory infections,384.00941,153.1079,661.23826
Singapore,Male,Stroke,79.1312,33.69495,132.93294
Singapore,Male,"Trachea, bronchus, lung cancers",61.88982,28.51785,105.68152
Solomon Islands,Both,Chronic obstructive pulmonary disease,11.17729,0.0,37.42736
Solomon Islands,Both,Ischaemic heart disease,114.83409,0.0,209.7565
Solomon Islands,Both,Lower respiratory infections,26.31728,0.0,69.17603
Solomon Islands,Both,Stroke,39.78277,0.0,96.78064
Solomon Islands,Both,"Trachea, bronchus, lung cancers",0.96176,0.0,2.77124
Solomon Islands,Female,Chronic obstructive pulmonary disease,3.79854,0.0,12.71948
Solomon Islands,Female,Ischaemic heart disease,41.21171,0.0,75.27751
Solomon Islands,Female,Lower respiratory infections,11.26602,0.0,29.61319
Solomon Islands,Female,Stroke,19.72394,0.0,47.98298
Solomon Islands,Female,"Trachea, bronchus, lung cancers",0.25502,0.0,0.73482
Solomon Islands,Male,Chronic obstructive pulmonary disease,7.37875,0.0,24.70788
Solomon Islands,Male,Ischaemic heart disease,73.62237,0.0,134.47899
Solomon Islands,Male,Lower respiratory infections,15.05126,0.0,39.56284
Solomon Islands,Male,Stroke,20.05883,0.0,48.79766
Solomon Islands,Male,"Trachea, bronchus, lung cancers",0.70674,0.0,2.03641
Sierra Leone,Both,Chronic obstructive pulmonary disease,157.19232,49.38335,310.55069
Sierra Leone,Both,Ischaemic heart disease,1003.19506,639.85775,1319.79778
Sierra Leone,Both,Lower respiratory infections,1923.09148,978.80236,2856.96705
Sierra Leone,Both,Stroke,622.37008,295.80057,995.44002
Sierra Leone,Both,"Trachea, bronchus, lung cancers",13.4804,5.35666,23.29757
Sierra Leone,Female,Chronic obstructive pulmonary disease,73.23203,23.00648,144.67791
Sierra Leone,Female,Ischaemic heart disease,567.69825,362.08923,746.86063
Sierra Leone,Female,Lower respiratory infections,910.95803,463.65338,1353.32983
Sierra Leone,Female,Stroke,366.72809,174.29883,586.55747
Sierra Leone,Female,"Trachea, bronchus, lung cancers",4.51261,1.79316,7.79894
Sierra Leone,Male,Chronic obstructive pulmonary disease,83.9603,26.37686,165.87278
Sierra Leone,Male,Ischaemic heart disease,435.49681,277.76852,572.93715
Sierra Leone,Male,Lower respiratory infections,1012.13346,515.14898,1503.63722
Sierra Leone,Male,Stroke,255.64199,121.50174,408.88255
Sierra Leone,Male,"Trachea, bronchus, lung cancers",8.96779,3.5635,15.49863
El Salvador,Both,Chronic obstructive pulmonary disease,216.98261,63.99791,449.04408
El Salvador,Both,Ischaemic heart disease,1247.85489,772.98601,1628.58671
El Salvador,Both,Lower respiratory infections,490.56848,251.90338,736.29044
El Salvador,Both,Stroke,215.72682,102.31099,343.52656
El Salvador,Both,"Trachea, bronchus, lung cancers",28.67423,13.63359,50.35561
El Salvador,Female,Chronic obstructive pulmonary disease,106.6888,31.46732,220.79177
El Salvador,Female,Ischaemic heart disease,602.37443,373.14195,786.16433
El Salvador,Female,Lower respiratory infections,205.07248,105.30324,307.7917
El Salvador,Female,Stroke,113.8058,53.97375,181.22604
El Salvador,Female,"Trachea, bronchus, lung cancers",14.31324,6.80545,25.13588
El Salvador,Male,Chronic obstructive pulmonary disease,110.29381,32.53059,228.25231
El Salvador,Male,Ischaemic heart disease,645.48045,399.84406,842.42238
El Salvador,Male,Lower respiratory infections,285.496,146.60014,428.49874
El Salvador,Male,Stroke,101.92101,48.33724,162.30052
El Salvador,Male,"Trachea, bronchus, lung cancers",14.36099,6.82815,25.21973
Somalia,Both,Chronic obstructive pulmonary disease,246.55066,47.4784,581.81705
Somalia,Both,Ischaemic heart disease,1297.91572,685.79437,1851.78293
Somalia,Both,Lower respiratory infections,2362.51432,766.34775,4399.82528
Somalia,Both,Stroke,874.87112,314.60188,1576.55706
Somalia,Both,"Trachea, bronchus, lung cancers",14.88356,5.04889,30.16793
Somalia,Female,Chronic obstructive pulmonary disease,73.55858,14.16522,173.58557
Somalia,Female,Ischaemic heart disease,467.56217,247.0511,667.08772
Somalia,Female,Lower respiratory infections,1002.30145,325.12457,1866.63472
Somalia,Female,Stroke,374.40915,134.63677,674.70212
Somalia,Female,"Trachea, bronchus, lung cancers",7.10798,2.41121,14.40737
Somalia,Male,Chronic obstructive pulmonary disease,172.99208,33.31318,408.23148
Somalia,Male,Ischaemic heart disease,830.35355,438.74327,1184.69521
Somalia,Male,Lower respiratory infections,1360.21287,441.22318,2533.19056
Somalia,Male,Stroke,500.46197,179.96511,901.85495
Somalia,Male,"Trachea, bronchus, lung cancers",7.77558,2.63768,15.76056
Serbia,Both,Chronic obstructive pulmonary disease,557.60938,177.88396,1119.0773
Serbia,Both,Ischaemic heart disease,4682.81219,2988.88591,6036.84245
Serbia,Both,Lower respiratory infections,373.08809,214.55069,539.8241
Serbia,Both,Stroke,2223.6451,1144.69241,3366.9003
Serbia,Both,"Trachea, bronchus, lung cancers",649.17367,362.50792,1027.21306
Serbia,Female,Chronic obstructive pulmonary disease,217.49024,69.38195,436.48546
Serbia,Female,Ischaemic heart disease,2318.21581,1479.64135,2988.5255
Serbia,Female,Lower respiratory infections,157.66533,90.66815,228.12721
Serbia,Female,Stroke,1255.38571,646.24993,1900.82425
Serbia,Female,"Trachea, bronchus, lung cancers",184.99693,103.30495,292.72792
Serbia,Male,Chronic obstructive pulmonary disease,340.11915,108.50201,682.59184
Serbia,Male,Ischaemic heart disease,2364.59638,1509.24455,3048.31696
Serbia,Male,Lower respiratory infections,215.42276,123.88255,311.6969
Serbia,Male,Stroke,968.25939,498.44248,1466.07605
Serbia,Male,"Trachea, bronchus, lung cancers",464.17674,259.20297,734.48514
South Sudan,Both,Chronic obstructive pulmonary disease,117.06939,27.38568,257.22737
South Sudan,Both,Ischaemic heart disease,596.04927,357.48609,821.77879
South Sudan,Both,Lower respiratory infections,1311.26979,506.95044,2185.78725
South Sudan,Both,Stroke,441.88316,189.80554,752.47424
South Sudan,Both,"Trachea, bronchus, lung cancers",14.80222,5.30037,28.65342
South Sudan,Female,Chronic obstructive pulmonary disease,33.63784,7.8688,73.90978
South Sudan,Female,Ischaemic heart disease,269.73135,161.77389,371.88118
South Sudan,Female,Lower respiratory infections,586.34576,226.68733,977.39389
South Sudan,Female,Stroke,226.32743,97.2162,385.40858
South Sudan,Female,"Trachea, bronchus, lung cancers",6.18214,2.2137,11.9671
South Sudan,Male,Chronic obstructive pulmonary disease,83.43155,19.51689,183.31759
South Sudan,Male,Ischaemic heart disease,326.31792,195.71221,449.89762
South Sudan,Male,Lower respiratory infections,724.92403,280.26311,1208.39335
South Sudan,Male,Stroke,215.55572,92.58934,367.06565
South Sudan,Male,"Trachea, bronchus, lung cancers",8.62007,3.08667,16.68632
Sao Tome and Principe,Both,Chronic obstructive pulmonary disease,7.55037,2.1899,15.07899
Sao Tome and Principe,Both,Ischaemic heart disease,25.90517,16.54406,34.6214
Sao Tome and Principe,Both,Lower respiratory infections,27.47127,13.87986,41.67449
Sao Tome and Principe,Both,Stroke,14.97895,7.56154,25.0335
Sao Tome and Principe,Both,"Trachea, bronchus, lung cancers",2.05085,0.84698,3.6953
Sao Tome and Principe,Female,Chronic obstructive pulmonary disease,3.31973,0.96285,6.6299
Sao Tome and Principe,Female,Ischaemic heart disease,14.79717,9.45006,19.77592
Sao Tome and Principe,Female,Lower respiratory infections,14.02912,7.08821,21.28246
Sao Tome and Principe,Female,Stroke,9.37966,4.73495,15.6757
Sao Tome and Principe,Female,"Trachea, bronchus, lung cancers",0.66084,0.27292,1.19073
Sao Tome and Principe,Male,Chronic obstructive pulmonary disease,4.23064,1.22705,8.4491
Sao Tome and Principe,Male,Ischaemic heart disease,11.108,7.09401,14.84548
Sao Tome and Principe,Male,Lower respiratory infections,13.44215,6.79165,20.39203
Sao Tome and Principe,Male,Stroke,5.5993,2.82659,9.3578
Sao Tome and Principe,Male,"Trachea, bronchus, lung cancers",1.39001,0.57406,2.50457
Suriname,Both,Chronic obstructive pulmonary disease,8.58153,1.20437,22.66987
Suriname,Both,Ischaemic heart disease,111.42253,59.31033,161.00314
Suriname,Both,Lower respiratory infections,21.18938,5.97426,40.68408
Suriname,Both,Stroke,58.39164,19.00793,106.24848
Suriname,Both,"Trachea, bronchus, lung cancers",5.53903,1.45976,11.29298
Suriname,Female,Chronic obstructive pulmonary disease,3.45766,0.48526,9.13412
Suriname,Female,Ischaemic heart disease,46.54181,24.77426,67.25191
Suriname,Female,Lower respiratory infections,9.34587,2.63503,17.94428
Suriname,Female,Stroke,28.71973,9.34898,52.25795
Suriname,Female,"Trachea, bronchus, lung cancers",1.86036,0.49028,3.7929
Suriname,Male,Chronic obstructive pulmonary disease,5.12387,0.71911,13.53574
Suriname,Male,Ischaemic heart disease,64.88072,34.53608,93.75124
Suriname,Male,Lower respiratory infections,11.84351,3.33923,22.7398
Suriname,Male,Stroke,29.67191,9.65894,53.99053
Suriname,Male,"Trachea, bronchus, lung cancers",3.67867,0.96948,7.50008
Slovakia,Both,Chronic obstructive pulmonary disease,131.1483,36.77251,287.55272
Slovakia,Both,Ischaemic heart disease,2073.81752,1282.63451,2720.69817
Slovakia,Both,Lower respiratory infections,327.53967,152.20115,517.43712
Slovakia,Both,Stroke,434.77757,203.18665,692.33817
Slovakia,Both,"Trachea, bronchus, lung cancers",189.21982,99.11855,314.3583
Slovakia,Female,Chronic obstructive pulmonary disease,40.92127,11.47387,89.72304
Slovakia,Female,Ischaemic heart disease,1020.64779,631.26002,1339.01588
Slovakia,Female,Lower respiratory infections,142.19249,66.07401,224.63133
Slovakia,Female,Stroke,217.82188,101.79573,346.85875
Slovakia,Female,"Trachea, bronchus, lung cancers",44.74463,23.43847,74.33601
Slovakia,Male,Chronic obstructive pulmonary disease,90.22703,25.29865,197.82969
Slovakia,Male,Ischaemic heart disease,1053.16973,651.3745,1381.6823
Slovakia,Male,Lower respiratory infections,185.34718,86.12714,292.80578
Slovakia,Male,Stroke,216.95569,101.39093,345.47942
Slovakia,Male,"Trachea, bronchus, lung cancers",144.47518,75.68008,240.02229
Slovenia,Both,Chronic obstructive pulmonary disease,72.09089,18.53295,163.33036
Slovenia,Both,Ischaemic heart disease,673.64112,411.14272,884.83707
Slovenia,Both,Lower respiratory infections,60.64465,26.41607,100.09807
Slovenia,Both,Stroke,213.0829,94.8934,349.75058
Slovenia,Both,"Trachea, bronchus, lung cancers",82.04923,42.34696,138.24561
Slovenia,Female,Chronic obstructive pulmonary disease,33.3511,8.57382,75.56083
Slovenia,Female,Ischaemic heart disease,389.28269,237.59052,511.32827
Slovenia,Female,Lower respiratory infections,39.78933,17.33174,65.67495
Slovenia,Female,Stroke,127.92608,56.97004,209.97565
Slovenia,Female,"Trachea, bronchus, lung cancers",28.88711,14.90911,48.67219
Slovenia,Male,Chronic obstructive pulmonary disease,38.73978,9.95913,87.76953
Slovenia,Male,Ischaemic heart disease,284.35844,173.5522,373.5088
Slovenia,Male,Lower respiratory infections,20.85532,9.08432,34.42311
Slovenia,Male,Stroke,85.15682,37.92336,139.77493
Slovenia,Male,"Trachea, bronchus, lung cancers",53.16212,27.43785,89.57342
Sweden,Both,Chronic obstructive pulmonary disease,170.06056,18.37492,491.14593
Sweden,Both,Ischaemic heart disease,1604.93034,809.84306,2387.59951
Sweden,Both,Lower respiratory infections,128.89981,26.42652,315.06713
Sweden,Both,Stroke,287.65482,78.66914,637.33257
Sweden,Both,"Trachea, bronchus, lung cancers",61.42552,25.2874,121.16639
Sweden,Female,Chronic obstructive pulmonary disease,95.53377,10.32236,275.90772
Sweden,Female,Ischaemic heart disease,755.51129,381.22874,1123.94809
Sweden,Female,Lower respiratory infections,65.54142,13.43704,160.20153
Sweden,Female,Stroke,159.48603,43.61696,353.35976
Sweden,Female,"Trachea, bronchus, lung cancers",30.87165,12.70911,60.89661
Sweden,Male,Chronic obstructive pulmonary disease,74.52679,8.05257,215.23821
Sweden,Male,Ischaemic heart disease,849.41905,428.61432,1263.65142
Sweden,Male,Lower respiratory infections,63.35839,12.98948,154.8656
Sweden,Male,Stroke,128.1688,35.05218,283.97281
Sweden,Male,"Trachea, bronchus, lung cancers",30.55387,12.57829,60.26978
Eswatini,Both,Chronic obstructive pulmonary disease,29.40845,6.55625,67.73003
Eswatini,Both,Ischaemic heart disease,143.094,84.63308,190.7019
Eswatini,Both,Lower respiratory infections,135.85176,54.97566,228.4968
Eswatini,Both,Stroke,88.16996,36.55468,143.50133
Eswatini,Both,"Trachea, bronchus, lung cancers",1.15268,0.52249,2.06161
Eswatini,Female,Chronic obstructive pulmonary disease,8.91249,1.98693,20.52619
Eswatini,Female,Ischaemic heart disease,59.50362,35.19347,79.30069
Eswatini,Female,Lower respiratory infections,48.66313,19.6927,81.84929
Eswatini,Female,Stroke,43.97659,18.2324,71.57426
Eswatini,Female,"Trachea, bronchus, lung cancers",0.44543,0.20191,0.79667
Eswatini,Male,Chronic obstructive pulmonary disease,20.49596,4.56932,47.20384
Eswatini,Male,Ischaemic heart disease,83.59039,49.43961,111.40122
Eswatini,Male,Lower respiratory infections,87.18863,35.28296,146.64751
Eswatini,Male,Stroke,44.19337,18.32228,71.92707
Eswatini,Male,"Trachea, bronchus, lung cancers",0.70725,0.32058,1.26494
Seychelles,Both,Chronic obstructive pulmonary disease,2.73353,0.69452,5.90753
Seychelles,Both,Ischaemic heart disease,20.5768,12.21645,27.72982
Seychelles,Both,Lower respiratory infections,12.69076,5.67766,20.26137
Seychelles,Both,Stroke,7.91926,3.4443,12.7943
Seychelles,Both,"Trachea, bronchus, lung cancers",1.42395,0.65291,2.55357
Seychelles,Female,Chronic obstructive pulmonary disease,1.08623,0.27598,2.34749
Seychelles,Female,Ischaemic heart disease,9.25037,5.49195,12.46603
Seychelles,Female,Lower respiratory infections,5.76941,2.58115,9.21112
Seychelles,Female,Stroke,3.76435,1.63722,6.08166
Seychelles,Female,"Trachea, bronchus, lung cancers",0.37815,0.17339,0.67815
Seychelles,Male,Chronic obstructive pulmonary disease,1.6473,0.41854,3.56004
Seychelles,Male,Ischaemic heart disease,11.32643,6.7245,15.26378
Seychelles,Male,Lower respiratory infections,6.92135,3.09651,11.05025
Seychelles,Male,Stroke,4.15491,1.80708,6.71264
Seychelles,Male,"Trachea, bronchus, lung cancers",1.04579,0.47952,1.87542
Syrian Arab Republic,Both,Chronic obstructive pulmonary disease,246.97409,80.48469,488.01266
Syrian Arab Republic,Both,Ischaemic heart disease,6279.71319,4092.01328,8087.43825
Syrian Arab Republic,Both,Lower respiratory infections,594.54955,344.67674,844.71423
Syrian Arab Republic,Both,Stroke,1132.9921,555.29614,1734.16623
Syrian Arab Republic,Both,"Trachea, bronchus, lung cancers",229.42749,127.87057,367.71698
Syrian Arab Republic,Female,Chronic obstructive pulmonary disease,114.24238,37.22966,225.73917
Syrian Arab Republic,Female,Ischaemic heart disease,3095.52808,2017.12111,3986.62987
Syrian Arab Republic,Female,Lower respiratory infections,281.09703,162.95969,399.37238
Syrian Arab Republic,Female,Stroke,624.74881,306.19861,956.24522
Syrian Arab Republic,Female,"Trachea, bronchus, lung cancers",63.09662,35.16667,101.12867
Syrian Arab Republic,Male,Chronic obstructive pulmonary disease,132.73171,43.25503,262.27349
Syrian Arab Republic,Male,Ischaemic heart disease,3184.18511,2074.89218,4100.80838
Syrian Arab Republic,Male,Lower respiratory infections,313.45251,181.71705,445.34185
Syrian Arab Republic,Male,Stroke,508.24329,249.09754,777.92101
Syrian Arab Republic,Male,"Trachea, bronchus, lung cancers",166.33087,92.7039,266.58831
Chad,Both,Chronic obstructive pulmonary disease,288.41231,101.05649,545.75715
Chad,Both,Ischaemic heart disease,1414.42184,908.86823,1864.45011
Chad,Both,Lower respiratory infections,4702.77644,2771.16673,6782.34952
Chad,Both,Stroke,1015.21911,490.80629,1625.4158
Chad,Both,"Trachea, bronchus, lung cancers",16.33147,8.01493,26.2311
Chad,Female,Chronic obstructive pulmonary disease,114.68078,40.18288,217.00826
Chad,Female,Ischaemic heart disease,687.98023,442.07701,906.87572
Chad,Female,Lower respiratory infections,2112.96653,1245.09056,3047.32274
Togo,Male,Stroke,322.94102,166.74994,509.40643
Togo,Male,"Trachea, bronchus, lung cancers",8.20138,4.0722,13.56341
Thailand,Both,Chronic obstructive pulmonary disease,3042.66141,1049.45015,5985.44036
Thailand,Both,Ischaemic heart disease,11408.44822,7477.49923,14598.13421
Thailand,Both,Lower respiratory infections,6890.82958,4103.11352,9745.55506
Thailand,Both,Stroke,7274.40198,3671.9752,10942.4188
Thailand,Both,"Trachea, bronchus, lung cancers",2464.31675,1404.98937,3801.35907
Thailand,Female,Chronic obstructive pulmonary disease,978.86194,337.62114,1925.59046
Thailand,Female,Ischaemic heart disease,5279.88904,3460.62545,6756.09226
Thailand,Female,Lower respiratory infections,3141.90905,1870.83563,4443.53576
Thailand,Female,Stroke,3491.14866,1762.26326,5251.51221
Thailand,Female,"Trachea, bronchus, lung cancers",860.69671,490.71197,1327.67723
Thailand,Male,Chronic obstructive pulmonary disease,2063.79946,711.82901,4059.8499
Thailand,Male,Ischaemic heart disease,6128.55919,4016.87379,7842.04195
Thailand,Male,Lower respiratory infections,3748.92053,2232.27789,5302.0193
Thailand,Male,Stroke,3783.25331,1909.71194,5690.90659
Thailand,Male,"Trachea, bronchus, lung cancers",1603.62004,914.2774,2473.68183
Tajikistan,Both,Chronic obstructive pulmonary disease,283.58884,110.18247,502.34048
Tajikistan,Both,Ischaemic heart disease,3934.64225,2743.96898,4985.8595
Tajikistan,Both,Lower respiratory infections,972.52977,694.47713,1276.60309
Tajikistan,Both,Stroke,1264.01704,689.48131,2009.50281
Tajikistan,Both,"Trachea, bronchus, lung cancers",60.36325,35.80511,90.45736
Tajikistan,Female,Chronic obstructive pulmonary disease,130.61772,50.74877,231.37218
Tajikistan,Female,Ischaemic heart disease,1783.38247,1243.70804,2259.84826
Tajikistan,Female,Lower respiratory infections,431.46878,308.10903,566.37277
Tajikistan,Female,Stroke,617.62079,336.89261,981.87816
Tajikistan,Female,"Trachea, bronchus, lung cancers",22.25003,13.19784,33.34279
Togo,Male,Lower respiratory infections,839.52919,478.13152,1183.1582
Togo,Male,Ischaemic heart disease,595.13528,391.65287,774.36935
Togo,Male,Chronic obstructive pulmonary disease,100.45382,34.51357,197.19825
Togo,Female,"Trachea, bronchus, lung cancers",3.09679,1.53764,5.12147
Togo,Female,Stroke,272.9165,140.91988,430.49787
Togo,Female,Lower respiratory infections,564.53067,321.51343,795.59961
Togo,Female,Ischaemic heart disease,417.28854,274.61362,542.96134
Togo,Female,Chronic obstructive pulmonary disease,56.39408,19.37568,110.70573
Togo,Both,"Trachea, bronchus, lung cancers",11.29817,5.60984,18.68488
Togo,Both,Stroke,595.85752,307.66982,939.9043
Togo,Both,Lower respiratory infections,1404.05986,799.64494,1978.75781
Togo,Both,Ischaemic heart disease,1012.42382,666.26648,1317.33069
Togo,Both,Chronic obstructive pulmonary disease,156.8479,53.88924,307.90398
Chad,Male,"Trachea, bronchus, lung cancers",9.7047,4.76274,15.58739
Chad,Male,Stroke,495.67367,239.63276,793.59796
Chad,Male,Lower respiratory infections,2589.8099,1526.07617,3735.02678
Chad,Male,Ischaemic heart disease,726.44161,466.79122,957.57439
Chad,Male,Chronic obstructive pulmonary disease,173.73153,60.87361,328.74889
Chad,Female,"Trachea, bronchus, lung cancers",6.62677,3.25219,10.64371
Chad,Female,Stroke,519.54543,251.17353,831.81783
Tajikistan,Male,Chronic obstructive pulmonary disease,152.97112,59.43371,270.9683
Tajikistan,Male,Ischaemic heart disease,2151.25977,1500.26094,2726.01124
Tajikistan,Male,Lower respiratory infections,541.06099,386.3681,710.23032
Tajikistan,Male,Stroke,646.39624,352.5887,1027.62465
Tajikistan,Male,"Trachea, bronchus, lung cancers",38.11322,22.60727,57.11458
Turkmenistan,Both,Chronic obstructive pulmonary disease,50.40241,16.03261,101.96363
Turkmenistan,Both,Ischaemic heart disease,2227.48101,1427.11813,2953.40097
Turkmenistan,Both,Lower respiratory infections,220.47833,122.7266,328.01181
Turkmenistan,Both,Stroke,701.71822,336.39889,1103.14758
Turkmenistan,Both,"Trachea, bronchus, lung cancers",47.99025,23.58571,82.31544
Turkmenistan,Female,Chronic obstructive pulmonary disease,22.84968,7.26831,46.22471
Turkmenistan,Female,Ischaemic heart disease,1065.83119,682.86419,1413.17787
Turkmenistan,Female,Lower respiratory infections,90.08268,50.14344,134.01853
Turkmenistan,Female,Stroke,341.76726,163.84088,537.28079
Turkmenistan,Female,"Trachea, bronchus, lung cancers",11.83057,5.81436,20.29243
Turkmenistan,Male,Chronic obstructive pulmonary disease,27.55272,8.76431,55.73892
Turkmenistan,Male,Ischaemic heart disease,1161.64982,744.25394,1540.2231
Turkmenistan,Male,Lower respiratory infections,130.39565,72.58316,193.99327
Turkmenistan,Male,Stroke,359.95096,172.55802,565.86678
Turkmenistan,Male,"Trachea, bronchus, lung cancers",36.15967,17.77135,62.02301
Timor-Leste,Both,Chronic obstructive pulmonary disease,37.4,7.1323,85.76584
Timor-Leste,Both,Ischaemic heart disease,165.44028,91.98165,233.59818
Timor-Leste,Both,Lower respiratory infections,113.74238,33.65343,207.97207
Timor-Leste,Both,Stroke,115.59918,41.13782,210.25933
Timor-Leste,Both,"Trachea, bronchus, lung cancers",7.90945,2.14042,17.54802
Timor-Leste,Female,Chronic obstructive pulmonary disease,14.02191,2.67402,32.1551
Timor-Leste,Female,Ischaemic heart disease,79.07479,43.96408,111.65193
Timor-Leste,Female,Lower respiratory infections,54.554,16.14112,99.74918
Timor-Leste,Female,Stroke,61.38376,21.84439,111.64878
